audio_file,annotation,high_f,low_f,start_time,end_time
./audio/DIFAR20111025_005827.wav,20Hz,30,15,10.136,12.157
./audio/DIFAR20111025_005827.wav,20Hz,31,15,30.944,32.181
./audio/DIFAR20111025_005827.wav,20Hz,27,17,44.574,46.223
./audio/DIFAR20111025_005827.wav,20Hz,29,15,48.651,50.705
./audio/DIFAR20111025_005827.wav,20Hz,29,16,68.481,70.655
./audio/DIFAR20111025_005827.wav,20Hz,31,12,90.37,92.561
./audio/DIFAR20111025_005827.wav,20Hz,29,16,107.053,108.853
./audio/DIFAR20111025_005827.wav,20Hz,24,13,113.734,115.896
./audio/DIFAR20111025_005827.wav,20Hz,29,15,130.902,132.471
./audio/DIFAR20111025_005827.wav,20Hz,32,16,145.314,147.851
./audio/DIFAR20111025_005827.wav,20Hz,29,15,163.478,165.032
./audio/DIFAR20111025_005827.wav,20Hz,30,15,170.0,171.0
./audio/DIFAR20111025_005827.wav,20Hz,32,16,207.709,209.767
./audio/DIFAR20111025_005827.wav,40Hz,59,45,249.946,251.0
./audio/DIFAR20111025_005827.wav,20Hz,31,14,256.24,257.798
./audio/DIFAR20111025_005827.wav,20Hz,31,16,258.704,261.294
./audio/DIFAR20111025_005827.wav,20Hz,30,16,295.282,297.679
./audio/DIFAR20111025_005827.wav,20Hz,34,16,333.0,336.0
./audio/DIFAR20111025_005827.wav,20Hz,34,16,362.0,365.0
./audio/DIFAR20111025_005827.wav,20Hz,32,16,800.0,802.0
./audio/DIFAR20111025_005827.wav,20Hz,32,16,806.0,808.0
./audio/DIFAR20111025_005827.wav,20Hz,34,18,824.0,827.0
./audio/DIFAR20111025_005827.wav,20Hz,34,18,838.0,840.0
./audio/DIFAR20111025_005827.wav,20Hz,34,18,859.0,860.7
./audio/DIFAR20111025_005827.wav,20Hz,34,16,876.0,878.5
