audio_file,annotation,high_f,low_f,start_time,end_time
./audio/DIFAR20111018_001619.wav,20Hz,27,15,48.47,49.974
./audio/DIFAR20111018_001619.wav,20Hz,28,15,15.076,16.751
./audio/DIFAR20111018_001619.wav,20Hz,26,16,114.747,116.109
./audio/DIFAR20111018_001619.wav,20Hz,27,16,148.142,149.753
./audio/DIFAR20111018_001619.wav,20Hz,25,16,189.927,191.459
./audio/DIFAR20111018_001619.wav,20Hz,27,17,273,275.649
./audio/DIFAR20111018_001619.wav,B,55,27,250.073,260.944
./audio/DIFAR20111018_001619.wav,20Hz,29,17,292.593,294
./audio/DIFAR20111018_001619.wav,20Hz,29,18,325.926,327.176
./audio/DIFAR20111018_001619.wav,A,90,75,303.525,317.601
./audio/DIFAR20111018_001619.wav,20Hz,29,16,311.449,313.184
./audio/DIFAR20111018_001619.wav,20Hz,28,17,386.703,388.593
./audio/DIFAR20111018_001619.wav,20Hz,29,17,391.828,393.238
./audio/DIFAR20111018_001619.wav,20Hz,27,17,424.948,426.273
./audio/DIFAR20111018_001619.wav,20Hz,28,16,408.375,410.149
