audio_file,annotation,high_f,low_f,start_time,end_time
./audio/CC0808SB01_0815170000.wav,20Hz,38,18,34.095,37.762
./audio/CC0808SB01_0815170000.wav,20Hz,38,19,46.502,50.169
./audio/CC0808SB01_0815170000.wav,20Hz,39,21,57.25,60.55
./audio/CC0808SB01_0815170000.wav,20Hz,51,26,77.41,99.473
./audio/CC0808SB01_0815170000.wav,20Hz,35,17,254.362,257.541
./audio/CC0808SB01_0815170000.wav,20Hz,36,18,271.345,275.867
./audio/CC0808SB01_0815170000.wav,20Hz,36,17,281.245,284.974
./audio/CC0808SB01_0815170000.wav,20Hz,35,17,304.339,309.045
./audio/CC0808SB01_0815170000.wav,20Hz,36,18,330.795,335.745
./audio/CC0808SB01_0815170000.wav,20Hz,35,19,346.257,350.78
./audio/CC0808SB01_0815170000.wav,20Hz,38,17,517.945,521.918
./audio/CC0808SB01_0815170000.wav,20Hz,40,18,529.671,534.499
./audio/CC0808SB01_0815170000.wav,20Hz,34,18,535.233,539.694
./audio/CC0808SB01_0815170000.wav,20Hz,39,19,546.845,551.246
./audio/CC0808SB01_0815170000.wav,40Hz,92,75,331.834,348.763
./audio/CC0808SB01_0815170000.wav,A,91,76,148.655,166.99
./audio/CC0808SB01_0815170000.wav,A,93,77,330.733,348.518
./audio/CC0808SB01_0815170000.wav,B,52,26,76.554,99.84
./audio/CC0808SB01_0815170000.wav,B,52,40,191.848,212.139
./audio/CC0808SB01_0815170000.wav,B,55,12,381.016,410.657
