audio_file,annotation,high_f,low_f,start_time,end_time
./audio/CC1907BH_DF_SB03_190712-210000.wav,A,86,73,48.266,63.423
./audio/CC1907BH_DF_SB03_190712-210000.wav,B,58,15,96.784,115.363
./audio/CC1907BH_DF_SB03_190712-210000.wav,A,87,74,172.972,186.356
./audio/CC1907BH_DF_SB03_190712-210000.wav,B,58,15,221.184,238.664
./audio/CC1907BH_DF_SB03_190712-210000.wav,B,59,14,360.183,377.663
./audio/CC1907BH_DF_SB03_190712-210000.wav,A,85,74,432.521,449.572
./audio/CC1907BH_DF_SB03_190712-210000.wav,B,58,15,480.306,497.357
./audio/CC1907BH_DF_SB03_190712-210000.wav,A,86,73,611.482,628.289
./audio/CC1907BH_DF_SB03_190712-210000.wav,B,59,16,660,676.44
./audio/CC1907BH_DF_SB03_190712-210000.wav,A,89,72,735.087,752.2
./audio/CC1907BH_DF_SB03_190712-210000.wav,B,58,16,782.681,798.754
./audio/CC1907BH_DF_SB03_190712-210000.wav,A,87,74,855.149,872.139
./audio/CC1907BH_DF_SB03_190712-210000.wav,B,60,16,901.772,919.068
./audio/CC1907BH_DF_SB03_190712-210000.wav,A,87,74,973.56,990.122
./audio/CC1907BH_DF_SB03_190712-210000.wav,A,87,73,1096.677,1111.711
./audio/CC1907BH_DF_SB03_190712-210000.wav,A,86,72,1204.881,1221.688
./audio/CC1907BH_DF_SB03_190712-210000.wav,B,57,15,1254.438,1269.045
./audio/CC1907BH_DF_SB03_190712-210000.wav,A,86,72,1345.661,1360.329
./audio/CC1907BH_DF_SB03_190712-210000.wav,B,58,16,1393.315,1409.144
./audio/CC1907BH_DF_SB03_190712-210000.wav,A,89,71,1770.856,1784.668
./audio/CC1907BH_DF_SB03_190712-210000.wav,B,57,15,1815.393,1831.406
./audio/CC1907BH_DF_SB03_190712-210000.wav,A,87,74,1967.288,1981.283
./audio/CC1907BH_DF_SB03_190712-210000.wav,B,58,12,2013.292,2030.099
./audio/CC1907BH_DF_SB03_190712-210000.wav,B,58,15,2136.348,2151.933
./audio/CC1907BH_DF_SB03_190712-210000.wav,A,85,75,2213.705,2228.251
./audio/CC1907BH_DF_SB03_190712-210000.wav,B,60,16,2260.993,2277.739
./audio/CC1907BH_DF_SB03_190712-210000.wav,D,78,33,2593.751,2595.279
