spectrogram_path,label,xmin,ymin,xmax,ymax
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC0707-SB01-070629-182000_second_0_to_60.png,20Hz,83.0,120.0,107.0,133.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC0707-SB01-070629-182000_second_0_to_60.png,40Hz,101.0,88.0,117.0,102.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC0707-SB01-070629-182000_second_0_to_60.png,40Hz,226.0,87.0,238.0,105.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC0707-SB01-070629-182000_second_0_to_60.png,40Hz,389.0,96.0,404.0,113.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC0707-SB01-070629-182000_second_30_to_90.png,40Hz,89.0,96.0,104.0,113.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC0707-SB01-070629-182000_second_60_to_120.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC0707-SB01-070629-182000_second_90_to_150.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC0707-SB01-070629-182000_second_120_to_180.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC0707-SB01-070629-182000_second_150_to_210.png,40Hz,390.0,93.0,402.0,112.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC0707-SB01-070629-182000_second_180_to_240.png,40Hz,89.0,93.0,102.0,112.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC0707-SB01-070629-182000_second_210_to_270.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC0707-SB01-070629-182000_second_240_to_300.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC0707-SB01-070629-182000_second_270_to_330.png,40Hz,570.0,92.0,592.0,107.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC0707-SB01-070629-182000_second_300_to_360.png,40Hz,270.0,92.0,292.0,107.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC0707-SB01-070629-182000_second_330_to_390.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC0707-SB01-070629-182000_second_360_to_420.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC0707-SB01-070629-182000_second_390_to_450.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC0707-SB01-070629-182000_second_420_to_480.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC0707-SB01-070629-182000_second_450_to_510.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC0707-SB01-070629-182000_second_480_to_540.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC0707-SB01-070629-182000_second_510_to_570.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC0707-SB01-070629-182000_second_540_to_600.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC0707-SB01-070629-182000_second_570_to_630.png,,,,,
