spectrogram_path,label,xmin,ymin,xmax,ymax
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CO20150122-232930_second_0_to_60.png,20Hz,45.0,121.0,68.0,135.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CO20150122-232930_second_0_to_60.png,20Hz,118.0,127.0,141.0,138.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CO20150122-232930_second_0_to_60.png,20Hz,174.0,121.0,202.0,134.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CO20150122-232930_second_0_to_60.png,20Hz,279.0,126.0,298.0,138.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CO20150122-232930_second_0_to_60.png,20Hz,304.0,120.0,329.0,135.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CO20150122-232930_second_30_to_90.png,20Hz,3.0,120.0,28.0,135.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CO20150122-232930_second_30_to_90.png,20Hz,299.0,121.0,329.0,135.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CO20150122-232930_second_30_to_90.png,20Hz,332.0,127.0,354.0,138.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CO20150122-232930_second_30_to_90.png,20Hz,523.0,120.0,548.0,135.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CO20150122-232930_second_60_to_120.png,20Hz,0.0,121.0,29.0,135.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CO20150122-232930_second_60_to_120.png,20Hz,32.0,127.0,54.0,138.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CO20150122-232930_second_60_to_120.png,20Hz,222.0,120.0,247.0,135.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CO20150122-232930_second_60_to_120.png,20Hz,427.0,121.0,458.0,135.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CO20150122-232930_second_90_to_150.png,20Hz,127.0,121.0,157.0,135.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CO20150122-232930_second_90_to_150.png,20Hz,297.0,126.0,323.0,138.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CO20150122-232930_second_90_to_150.png,20Hz,390.0,127.0,416.0,138.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CO20150122-232930_second_90_to_150.png,20Hz,484.0,118.0,512.0,135.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CO20150122-232930_second_120_to_180.png,20Hz,0.0,126.0,22.0,138.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CO20150122-232930_second_120_to_180.png,20Hz,90.0,127.0,115.0,138.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CO20150122-232930_second_120_to_180.png,20Hz,184.0,118.0,211.0,135.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CO20150122-232930_second_120_to_180.png,20Hz,414.0,122.0,436.0,138.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CO20150122-232930_second_150_to_210.png,20Hz,114.0,122.0,136.0,138.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CO20150122-232930_second_150_to_210.png,20Hz,300.0,119.0,324.0,135.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CO20150122-232930_second_150_to_210.png,20Hz,323.0,124.0,347.0,138.0
