spectrogram_path,label,xmin,ymin,xmax,ymax
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/SB7-060207-165000_second_0_to_60.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/SB7-060207-165000_second_30_to_90.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/SB7-060207-165000_second_60_to_120.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/SB7-060207-165000_second_90_to_150.png,20Hz,319.0,126.0,350.0,138.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/SB7-060207-165000_second_120_to_180.png,20Hz,19.0,126.0,50.0,138.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/SB7-060207-165000_second_150_to_210.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/SB7-060207-165000_second_180_to_240.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/SB7-060207-165000_second_210_to_270.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/SB7-060207-165000_second_240_to_300.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/SB7-060207-165000_second_270_to_330.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/SB7-060207-165000_second_300_to_360.png,,,,,
