spectrogram_path,label,xmin,ymin,xmax,ymax
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC0808SB30_0829212000_second_30_to_90.png,A,252.0,63.0,378.0,76.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC0808SB30_0829212000_second_60_to_120.png,B,386.0,97.0,521.0,137.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC0808SB30_0829212000_second_90_to_150.png,B,86.0,97.0,221.0,137.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC0808SB30_0829212000_second_120_to_180.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC0808SB30_0829212000_second_150_to_210.png,40Hz,448.0,64.0,466.0,86.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC0808SB30_0829212000_second_180_to_240.png,40Hz,148.0,64.0,166.0,86.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC0808SB30_0829212000_second_180_to_240.png,A,443.0,62.0,560.0,78.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC0808SB30_0829212000_second_210_to_270.png,A,143.0,62.0,260.0,78.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC0808SB30_0829212000_second_300_to_360.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC0808SB30_0829212000_second_330_to_390.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC0808SB30_0829212000_second_360_to_420.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC0808SB30_0829212000_second_390_to_450.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC0808SB30_0829212000_second_420_to_480.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC0808SB30_0829212000_second_450_to_510.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC0808SB30_0829212000_second_480_to_540.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC0808SB30_0829212000_second_510_to_570.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC0808SB30_0829212000_second_540_to_600.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC0808SB30_0829212000_second_570_to_630.png,,,,,
