spectrogram_path,label,xmin,ymin,xmax,ymax
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2411SR_CO_SB07_20241120_180000_000_second_0_to_60.png,D,55.0,70.0,81.0,115.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2411SR_CO_SB07_20241120_180000_000_second_0_to_60.png,20Hz,203.0,125.0,221.0,135.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2411SR_CO_SB07_20241120_180000_000_second_0_to_60.png,20Hz,420.0,126.0,443.0,135.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2411SR_CO_SB07_20241120_180000_000_second_0_to_60.png,20Hz,543.0,126.0,558.0,137.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2411SR_CO_SB07_20241120_180000_000_second_30_to_90.png,20Hz,120.0,126.0,142.0,135.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2411SR_CO_SB07_20241120_180000_000_second_30_to_90.png,20Hz,242.0,126.0,257.0,137.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2411SR_CO_SB07_20241120_180000_000_second_30_to_90.png,20Hz,398.0,126.0,417.0,136.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2411SR_CO_SB07_20241120_180000_000_second_60_to_120.png,20Hz,98.0,126.0,116.0,136.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2411SR_CO_SB07_20241120_180000_000_second_60_to_120.png,20Hz,326.0,126.0,346.0,135.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2411SR_CO_SB07_20241120_180000_000_second_90_to_150.png,20Hz,26.0,126.0,45.0,135.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2411SR_CO_SB07_20241120_180000_000_second_90_to_150.png,B,421.0,104.0,601.0,116.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2411SR_CO_SB07_20241120_180000_000_second_90_to_150.png,20Hz,490.0,125.0,512.0,136.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2411SR_CO_SB07_20241120_180000_000_second_120_to_180.png,B,120.0,104.0,322.0,116.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2411SR_CO_SB07_20241120_180000_000_second_120_to_180.png,20Hz,189.0,125.0,212.0,136.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2411SR_CO_SB07_20241120_180000_000_second_150_to_210.png,B,408.0,102.0,601.0,117.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2411SR_CO_SB07_20241120_180000_000_second_180_to_240.png,B,107.0,102.0,308.0,117.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2411SR_CO_SB07_20241120_180000_000_second_210_to_270.png,B,372.0,102.0,570.0,128.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2411SR_CO_SB07_20241120_180000_000_second_240_to_300.png,B,71.0,102.0,270.0,128.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2411SR_CO_SB07_20241120_180000_000_second_270_to_330.png,B,440.0,102.0,575.0,138.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2411SR_CO_SB07_20241120_180000_000_second_300_to_360.png,B,140.0,102.0,275.0,138.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2411SR_CO_SB07_20241120_180000_000_second_330_to_390.png,B,310.0,102.0,516.0,138.0
