spectrogram_path,label,xmin,ymin,xmax,ymax
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB03_190712-210000_second_0_to_60.png,A,447.0,65.0,601.0,81.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB03_190712-210000_second_60_to_120.png,B,359.0,97.0,555.0,136.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB03_190712-210000_second_120_to_180.png,A,493.0,63.0,601.0,76.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB03_190712-210000_second_180_to_240.png,B,410.0,94.0,596.0,138.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB03_190712-210000_second_240_to_300.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB03_190712-210000_second_300_to_360.png,A,113.0,65.0,301.0,80.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB03_190712-210000_second_360_to_420.png,B,11.0,90.0,195.0,137.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB03_190712-210000_second_420_to_480.png,A,123.0,66.0,320.0,79.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB03_190712-210000_second_480_to_540.png,B,9.0,93.0,190.0,138.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB03_190712-210000_second_540_to_600.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB03_190712-210000_second_600_to_660.png,A,120.0,65.0,303.0,81.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB03_190712-210000_second_660_to_720.png,B,4.0,93.0,170.0,137.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB03_190712-210000_second_720_to_780.png,A,157.0,64.0,325.0,81.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB03_190712-210000_second_780_to_840.png,B,18.0,99.0,207.0,136.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB03_190712-210000_second_840_to_900.png,A,137.0,64.0,325.0,80.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB03_190712-210000_second_900_to_960.png,B,19.0,96.0,209.0,136.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC1907BH_DF_SB03_190712-210000_second_960_to_1020.png,A,127.0,64.0,295.0,80.0
