spectrogram_path,label,xmin,ymin,xmax,ymax
..\labeled_data\spectrograms\CalCOFI\DIFAR20111017_181445_second_0_to_60.png,40Hz,482,67,497,92
..\labeled_data\spectrograms\CalCOFI\DIFAR20111017_181445_second_10_to_70.png,40Hz,382,67,397,92
..\labeled_data\spectrograms\CalCOFI\DIFAR20111017_181445_second_20_to_80.png,40Hz,282,67,297,92
..\labeled_data\spectrograms\CalCOFI\DIFAR20111017_181445_second_30_to_90.png,40Hz,181,67,197,92
..\labeled_data\spectrograms\CalCOFI\DIFAR20111017_181445_second_40_to_100.png,40Hz,81,67,96,92
..\labeled_data\spectrograms\CalCOFI\DIFAR20111017_181445_second_330_to_390.png,40Hz,539,54,553,96
..\labeled_data\spectrograms\CalCOFI\DIFAR20111017_181445_second_340_to_400.png,40Hz,439,54,453,96
..\labeled_data\spectrograms\CalCOFI\DIFAR20111017_181445_second_350_to_410.png,40Hz,339,54,353,96
..\labeled_data\spectrograms\CalCOFI\DIFAR20111017_181445_second_360_to_420.png,40Hz,238,54,252,96
..\labeled_data\spectrograms\CalCOFI\DIFAR20111017_181445_second_370_to_430.png,40Hz,138,54,152,96
..\labeled_data\spectrograms\CalCOFI\DIFAR20111017_181445_second_380_to_440.png,40Hz,38,54,52,96
..\labeled_data\spectrograms\CalCOFI\DIFAR20111018_001619_second_260_to_320.png,A NE Pacific,439,62,572,74
..\labeled_data\spectrograms\CalCOFI\DIFAR20111018_001619_second_270_to_330.png,A NE Pacific,339,62,472,74
..\labeled_data\spectrograms\CalCOFI\DIFAR20111018_001619_second_280_to_340.png,A NE Pacific,238,62,372,74
..\labeled_data\spectrograms\CalCOFI\DIFAR20111018_001619_second_290_to_350.png,A NE Pacific,138,62,272,74
..\labeled_data\spectrograms\CalCOFI\DIFAR20111018_001619_second_300_to_360.png,A NE Pacific,38,62,172,74
..\labeled_data\spectrograms\CalCOFI\DIFAR20111018_001619_second_520_to_580.png,20Hz,484,121,504,134
..\labeled_data\spectrograms\CalCOFI\DIFAR20111018_001619_second_530_to_590.png,20Hz,384,121,404,134
..\labeled_data\spectrograms\CalCOFI\DIFAR20111018_001619_second_540_to_600.png,20Hz,284,121,304,134
..\labeled_data\spectrograms\CalCOFI\DIFAR20111018_001619_second_540_to_600.png,20Hz,572,122,590,134
..\labeled_data\spectrograms\CalCOFI\DIFAR20111018_001619_second_550_to_610.png,20Hz,184,121,204,134
..\labeled_data\spectrograms\CalCOFI\DIFAR20111018_001619_second_550_to_610.png,20Hz,472,122,490,134
..\labeled_data\spectrograms\CalCOFI\DIFAR20111018_001619_second_560_to_620.png,20Hz,84,121,104,134
..\labeled_data\spectrograms\CalCOFI\DIFAR20111018_001619_second_560_to_620.png,20Hz,372,122,390,134
..\labeled_data\spectrograms\CalCOFI\DIFAR20111018_001619_second_570_to_630.png,20Hz,272,122,290,134
..\labeled_data\spectrograms\CalCOFI\DIFAR20111018_001619_second_570_to_630.png,20Hz,560,121,584,134
