spectrogram_path,label,xmin,ymin,xmax,ymax
..\labeled_data\spectrograms\CalCOFI\CC1108_SB08_110728-204000_second_100_to_160.png,B NE Pacific,380,99,565,140
..\labeled_data\spectrograms\CalCOFI\CC1108_SB08_110728-204000_second_110_to_170.png,B NE Pacific,280,99,465,140
..\labeled_data\spectrograms\CalCOFI\CC1108_SB08_110728-204000_second_120_to_180.png,B NE Pacific,180,99,365,140
..\labeled_data\spectrograms\CalCOFI\CC1108_SB08_110728-204000_second_130_to_190.png,B NE Pacific,80,99,265,140
..\labeled_data\spectrograms\CalCOFI\CC1108_SB08_110728-204000_second_140_to_200.png,D,524,59,572,122
..\labeled_data\spectrograms\CalCOFI\CC1108_SB08_110728-204000_second_150_to_210.png,D,424,59,472,122
..\labeled_data\spectrograms\CalCOFI\CC1108_SB08_110728-204000_second_160_to_220.png,D,324,59,372,122
..\labeled_data\spectrograms\CalCOFI\CC1108_SB08_110728-204000_second_170_to_230.png,D,224,59,272,122
..\labeled_data\spectrograms\CalCOFI\CC1108_SB08_110728-204000_second_180_to_240.png,D,123,59,172,122
..\labeled_data\spectrograms\CalCOFI\CC1108_SB08_110728-204000_second_190_to_250.png,D,23,59,72,122
..\labeled_data\spectrograms\CalCOFI\CC1108_SB08_110728-204000_second_190_to_250.png,D,491,79,526,107
..\labeled_data\spectrograms\CalCOFI\CC1108_SB08_110728-204000_second_200_to_260.png,D,391,79,426,107
..\labeled_data\spectrograms\CalCOFI\CC1108_SB08_110728-204000_second_200_to_260.png,B NE Pacific,388,104,581,140
..\labeled_data\spectrograms\CalCOFI\CC1108_SB08_110728-204000_second_210_to_270.png,D,291,79,326,107
..\labeled_data\spectrograms\CalCOFI\CC1108_SB08_110728-204000_second_210_to_270.png,B NE Pacific,288,104,481,140
..\labeled_data\spectrograms\CalCOFI\CC1108_SB08_110728-204000_second_220_to_280.png,D,190,79,226,107
..\labeled_data\spectrograms\CalCOFI\CC1108_SB08_110728-204000_second_220_to_280.png,D,469,69,502,111
..\labeled_data\spectrograms\CalCOFI\CC1108_SB08_110728-204000_second_220_to_280.png,B NE Pacific,188,104,381,140
..\labeled_data\spectrograms\CalCOFI\CC1108_SB08_110728-204000_second_230_to_290.png,D,90,79,126,107
..\labeled_data\spectrograms\CalCOFI\CC1108_SB08_110728-204000_second_230_to_290.png,D,369,69,402,111
..\labeled_data\spectrograms\CalCOFI\CC1108_SB08_110728-204000_second_230_to_290.png,B NE Pacific,88,104,281,140
..\labeled_data\spectrograms\CalCOFI\CC1108_SB08_110728-204000_second_240_to_300.png,D,269,69,302,111
..\labeled_data\spectrograms\CalCOFI\CC1108_SB08_110728-204000_second_250_to_310.png,D,168,69,201,111
..\labeled_data\spectrograms\CalCOFI\CC1108_SB08_110728-204000_second_260_to_320.png,D,68,69,101,111
..\labeled_data\spectrograms\CalCOFI\CC1108_SB08_110728-204000_second_320_to_380.png,D,481,71,517,110
..\labeled_data\spectrograms\CalCOFI\CC1108_SB08_110728-204000_second_330_to_390.png,D,381,71,417,110
..\labeled_data\spectrograms\CalCOFI\CC1108_SB08_110728-204000_second_340_to_400.png,D,280,71,316,110
..\labeled_data\spectrograms\CalCOFI\CC1108_SB08_110728-204000_second_350_to_410.png,D,180,71,216,110
..\labeled_data\spectrograms\CalCOFI\CC1108_SB08_110728-204000_second_360_to_420.png,D,80,71,116,110
