spectrogram_path,label,xmin,ymin,xmax,ymax
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_0_to_60.png,20Hz,102.0,126.0,123.0,139.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_0_to_60.png,20Hz,329.0,121.0,351.0,134.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_0_to_60.png,20Hz,570.0,116.0,588.0,139.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_60_to_120.png,20Hz,415.0,119.0,436.0,140.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_120_to_180.png,20Hz,295.0,126.0,316.0,139.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_180_to_240.png,20Hz,382.0,122.0,404.0,140.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_240_to_300.png,20Hz,255.0,119.0,277.0,139.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_240_to_300.png,20Hz,483.0,119.0,503.0,139.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_300_to_360.png,20Hz,113.0,119.0,133.0,139.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_300_to_360.png,20Hz,338.0,121.0,358.0,139.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_360_to_420.png,20Hz,188.0,126.0,211.0,138.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_360_to_420.png,20Hz,411.0,125.0,436.0,138.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_420_to_480.png,20Hz,32.0,120.0,51.0,139.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_420_to_480.png,20Hz,253.0,119.0,278.0,140.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_480_to_540.png,20Hz,122.0,126.0,150.0,138.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_480_to_540.png,20Hz,352.0,120.0,372.0,139.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_480_to_540.png,20Hz,579.0,120.0,596.0,140.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_540_to_600.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_600_to_660.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_660_to_720.png,20Hz,195.0,125.0,217.0,138.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_660_to_720.png,20Hz,413.0,125.0,437.0,137.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_720_to_780.png,20Hz,44.0,120.0,69.0,140.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_720_to_780.png,20Hz,283.0,122.0,306.0,140.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_720_to_780.png,20Hz,519.0,119.0,537.0,139.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_780_to_840.png,20Hz,386.0,119.0,406.0,140.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_840_to_900.png,20Hz,0.0,125.0,12.0,140.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_840_to_900.png,20Hz,256.0,129.0,278.0,139.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_840_to_900.png,20Hz,509.0,118.0,527.0,139.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_900_to_960.png,20Hz,138.0,119.0,161.0,140.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_900_to_960.png,20Hz,359.0,117.0,377.0,140.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_960_to_1020.png,20Hz,244.0,119.0,265.0,139.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_960_to_1020.png,20Hz,469.0,117.0,489.0,139.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_1020_to_1080.png,20Hz,92.0,119.0,109.0,137.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_1020_to_1080.png,20Hz,571.0,118.0,590.0,139.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_1080_to_1140.png,20Hz,202.0,114.0,220.0,139.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_1080_to_1140.png,20Hz,432.0,125.0,457.0,138.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_1140_to_1200.png,20Hz,99.0,121.0,122.0,138.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_1140_to_1200.png,20Hz,288.0,125.0,310.0,135.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_1200_to_1260.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_1260_to_1320.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_1320_to_1380.png,20Hz,69.0,115.0,83.0,138.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_1320_to_1380.png,20Hz,297.0,122.0,315.0,136.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_1380_to_1440.png,20Hz,154.0,119.0,176.0,138.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_1380_to_1440.png,20Hz,383.0,126.0,404.0,138.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_1440_to_1500.png,20Hz,19.0,119.0,40.0,136.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_1440_to_1500.png,20Hz,251.0,118.0,271.0,138.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_1440_to_1500.png,20Hz,480.0,116.0,497.0,138.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_1500_to_1560.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_1560_to_1620.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_1620_to_1680.png,20Hz,57.0,126.0,83.0,138.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_1620_to_1680.png,20Hz,294.0,122.0,314.0,138.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_1620_to_1680.png,20Hz,526.0,120.0,547.0,138.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_1680_to_1740.png,20Hz,426.0,121.0,445.0,139.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_1740_to_1800.png,20Hz,533.0,121.0,551.0,136.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_1800_to_1860.png,20Hz,167.0,122.0,186.0,139.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_1860_to_1920.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_1920_to_1980.png,20Hz,154.0,119.0,174.0,137.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_1980_to_2040.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_2040_to_2100.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_2100_to_2160.png,20Hz,236.0,122.0,259.0,138.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_2100_to_2160.png,20Hz,468.0,122.0,487.0,137.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_2160_to_2220.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_2220_to_2280.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_2280_to_2340.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_2340_to_2400.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_2400_to_2460.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_2460_to_2520.png,20Hz,442.0,119.0,464.0,139.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_2520_to_2580.png,20Hz,63.0,121.0,80.0,138.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_2520_to_2580.png,20Hz,539.0,118.0,559.0,136.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_2580_to_2640.png,20Hz,182.0,124.0,203.0,140.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_2640_to_2700.png,20Hz,33.0,118.0,57.0,139.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_2640_to_2700.png,20Hz,255.0,120.0,276.0,137.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_2700_to_2760.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_2760_to_2820.png,20Hz,239.0,122.0,260.0,138.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_2820_to_2880.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_2880_to_2940.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_2940_to_3000.png,20Hz,351.0,125.0,374.0,138.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_2940_to_3000.png,20Hz,579.0,119.0,594.0,137.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_3000_to_3060.png,20Hz,209.0,125.0,229.0,139.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_3000_to_3060.png,20Hz,461.0,125.0,482.0,138.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_3060_to_3120.png,20Hz,90.0,119.0,110.0,140.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_3060_to_3120.png,20Hz,319.0,124.0,341.0,137.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2301RL_CO_SB22_230115-190000_second_3060_to_3120.png,20Hz,573.0,128.0,597.0,140.0
