spectrogram_path,label,xmin,ymin,xmax,ymax
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2307SR_CO_SB13_230709-132015_second_0_to_60.png,B,102.0,90.0,216.0,127.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2307SR_CO_SB13_230709-132015_second_60_to_120.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2307SR_CO_SB13_230709-132015_second_120_to_180.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2307SR_CO_SB13_230709-132015_second_180_to_240.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2307SR_CO_SB13_230709-132015_second_240_to_300.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2307SR_CO_SB13_230709-132015_second_300_to_360.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2307SR_CO_SB13_230709-132015_second_360_to_420.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2307SR_CO_SB13_230709-132015_second_420_to_480.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2307SR_CO_SB13_230709-132015_second_480_to_540.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2307SR_CO_SB13_230709-132015_second_540_to_600.png,B,310.0,94.0,428.0,133.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2307SR_CO_SB13_230709-132015_second_540_to_600.png,B,467.0,92.0,569.0,129.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2307SR_CO_SB13_230709-132015_second_600_to_660.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2307SR_CO_SB13_230709-132015_second_660_to_720.png,B,209.0,102.0,370.0,133.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2307SR_CO_SB13_230709-132015_second_720_to_780.png,B,84.0,98.0,241.0,124.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2307SR_CO_SB13_230709-132015_second_780_to_840.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2307SR_CO_SB13_230709-132015_second_840_to_900.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2307SR_CO_SB13_230709-132015_second_900_to_960.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2307SR_CO_SB13_230709-132015_second_960_to_1020.png,D,258.0,80.0,280.0,131.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2307SR_CO_SB13_230709-132015_second_960_to_1020.png,B,423.0,100.0,559.0,124.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2307SR_CO_SB13_230709-132015_second_1020_to_1080.png,D,315.0,71.0,344.0,126.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2307SR_CO_SB13_230709-132015_second_1080_to_1140.png,D,365.0,83.0,393.0,122.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2307SR_CO_SB13_230709-132015_second_1140_to_1200.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2307SR_CO_SB13_230709-132015_second_1200_to_1260.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2307SR_CO_SB13_230709-132015_second_1260_to_1320.png,B,2.0,97.0,154.0,136.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2307SR_CO_SB13_230709-132015_second_1260_to_1320.png,D,268.0,81.0,318.0,119.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2307SR_CO_SB13_230709-132015_second_1260_to_1320.png,D,365.0,84.0,416.0,121.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2307SR_CO_SB13_230709-132015_second_1260_to_1320.png,B,503.0,101.0,601.0,128.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2307SR_CO_SB13_230709-132015_second_1380_to_1440.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2307SR_CO_SB13_230709-132015_second_1440_to_1500.png,B,81.0,102.0,243.0,125.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2307SR_CO_SB13_230709-132015_second_1500_to_1560.png,D,235.0,79.0,268.0,121.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2307SR_CO_SB13_230709-132015_second_1560_to_1620.png,D,193.0,65.0,238.0,132.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2307SR_CO_SB13_230709-132015_second_1560_to_1620.png,B,299.0,91.0,406.0,134.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2307SR_CO_SB13_230709-132015_second_1620_to_1680.png,D,109.0,75.0,152.0,120.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2307SR_CO_SB13_230709-132015_second_1680_to_1740.png,B,346.0,102.0,511.0,136.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2307SR_CO_SB13_230709-132015_second_1740_to_1800.png,D,377.0,63.0,417.0,121.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2307SR_CO_SB13_230709-132015_second_1800_to_1860.png,D,69.0,80.0,106.0,119.0
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2307SR_CO_SB13_230709-132015_second_1860_to_1920.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2307SR_CO_SB13_230709-132015_second_1920_to_1980.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2307SR_CO_SB13_230709-132015_second_1980_to_2040.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2307SR_CO_SB13_230709-132015_second_2040_to_2100.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2307SR_CO_SB13_230709-132015_second_2100_to_2160.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2307SR_CO_SB13_230709-132015_second_2160_to_2220.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2307SR_CO_SB13_230709-132015_second_2220_to_2280.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2307SR_CO_SB13_230709-132015_second_2280_to_2340.png,,,,,
L:\WhaleMoanDetector\labeled_data\spectrograms\CalCOFI/CC2307SR_CO_SB13_230709-132015_second_2340_to_2400.png,,,,,
