spectrogram_path,label,xmin,ymin,xmax,ymax
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC1701RL_CO_SB18_170110_190000_second_710_to_770.png,40Hz,574,84,587,101
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC1701RL_CO_SB18_170110_190000_second_720_to_780.png,40Hz,473,84,487,101
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC1701RL_CO_SB18_170110_190000_second_730_to_790.png,40Hz,373,84,386,101
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC1701RL_CO_SB18_170110_190000_second_740_to_800.png,40Hz,273,84,286,101
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC1701RL_CO_SB18_170110_190000_second_750_to_810.png,40Hz,173,84,186,101
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC1701RL_CO_SB18_170110_190000_second_760_to_820.png,40Hz,73,84,86,101
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC1701RL_CO_SB28_170112_200000_second_0_to_60.png,B NE Pacific,345,91,507,135
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC1701RL_CO_SB28_170112_200000_second_10_to_70.png,B NE Pacific,245,91,407,135
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC1701RL_CO_SB28_170112_200000_second_20_to_80.png,B NE Pacific,145,91,306,135
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC1701RL_CO_SB28_170112_200000_second_30_to_90.png,B NE Pacific,45,91,206,135
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC1701RL_CO_SB40_170116_020000_second_2990_to_3050.png,40Hz,552,82,565,101
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC1701RL_CO_SB40_170116_020000_second_3000_to_3060.png,40Hz,452,82,465,101
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC1701RL_CO_SB40_170116_020000_second_3010_to_3070.png,40Hz,352,82,365,101
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC1701RL_CO_SB40_170116_020000_second_3020_to_3080.png,40Hz,251,82,265,101
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC1701RL_CO_SB40_170116_020000_second_3030_to_3090.png,40Hz,151,82,164,101
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC1701RL_CO_SB40_170116_020000_second_3040_to_3100.png,40Hz,51,82,64,101
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC1701RL_CO_SB56_170119_183405_second_50_to_110.png,40Hz,499,80,512,98
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC1701RL_CO_SB56_170119_183405_second_60_to_120.png,40Hz,399,80,412,98
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC1701RL_CO_SB56_170119_183405_second_70_to_130.png,40Hz,299,80,312,98
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC1701RL_CO_SB56_170119_183405_second_80_to_140.png,40Hz,199,80,211,98
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC1701RL_CO_SB56_170119_183405_second_90_to_150.png,40Hz,99,80,111,98
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC1701RL_CO_SB56_170119_183405_second_590_to_650.png,40Hz,545,81,559,101
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC1701RL_CO_SB56_170119_183405_second_600_to_660.png,40Hz,445,81,459,101
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC1701RL_CO_SB56_170119_183405_second_610_to_670.png,40Hz,345,81,359,101
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC1701RL_CO_SB56_170119_183405_second_620_to_680.png,40Hz,245,81,259,101
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC1701RL_CO_SB56_170119_183405_second_620_to_680.png,40Hz,575,83,587,101
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC1701RL_CO_SB56_170119_183405_second_630_to_690.png,40Hz,145,81,158,101
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC1701RL_CO_SB56_170119_183405_second_630_to_690.png,40Hz,474,83,487,101
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC1701RL_CO_SB56_170119_183405_second_640_to_700.png,40Hz,44,81,58,101
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC1701RL_CO_SB56_170119_183405_second_640_to_700.png,40Hz,374,83,387,101
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC1701RL_CO_SB56_170119_183405_second_650_to_710.png,40Hz,274,83,287,101
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC1701RL_CO_SB56_170119_183405_second_660_to_720.png,40Hz,174,83,187,101
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC1701RL_CO_SB56_170119_183405_second_670_to_730.png,40Hz,74,83,86,101
