spectrogram_path,label,xmin,ymin,xmax,ymax
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0407-SB10-040717-222225_second_230_to_290.png,D,506,83,547,123
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0407-SB10-040717-222225_second_240_to_300.png,D,406,83,447,123
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0407-SB10-040717-222225_second_250_to_310.png,D,306,83,347,123
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0407-SB10-040717-222225_second_260_to_320.png,D,206,83,247,123
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0407-SB10-040717-222225_second_270_to_330.png,D,106,83,146,123
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0407-SB10-040717-222225_second_280_to_340.png,D,6,83,46,123
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0407-SB17-040719-205000_second_80_to_140.png,D,532,67,571,123
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0407-SB17-040719-205000_second_90_to_150.png,D,431,67,471,123
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0407-SB17-040719-205000_second_100_to_160.png,D,331,67,371,123
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0407-SB17-040719-205000_second_110_to_170.png,D,231,67,271,123
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0407-SB17-040719-205000_second_120_to_180.png,D,131,67,171,123
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0407-SB17-040719-205000_second_130_to_190.png,D,31,67,71,123
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0407-SB2-040713-235000_second_160_to_220.png,D,538,77,573,129
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0407-SB2-040713-235000_second_170_to_230.png,D,438,77,472,129
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0407-SB2-040713-235000_second_180_to_240.png,D,338,77,372,129
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0407-SB2-040713-235000_second_190_to_250.png,D,237,77,272,129
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0407-SB2-040713-235000_second_200_to_260.png,D,137,77,172,129
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0407-SB2-040713-235000_second_210_to_270.png,D,37,77,72,129
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0407-SB2-040714-000000_second_110_to_170.png,D,510,87,541,120
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0407-SB2-040714-000000_second_120_to_180.png,D,410,87,441,120
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0407-SB2-040714-000000_second_130_to_190.png,D,310,87,341,120
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0407-SB2-040714-000000_second_140_to_200.png,D,210,87,241,120
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0407-SB2-040714-000000_second_150_to_210.png,D,110,87,141,120
