spectrogram_path,label,xmin,ymin,xmax,ymax
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150116-201916_second_3930_to_3990.png,40Hz,301,75,314,93
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150116-201916_second_3960_to_4020.png,40Hz,1,75,13,93
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150116-201916_second_4050_to_4110.png,40Hz,425,82,439,99
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150116-201916_second_4080_to_4140.png,40Hz,124,82,138,99
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150121-010640_second_2070_to_2130.png,20Hz,336,122,349,133
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150121-010640_second_2100_to_2160.png,20Hz,35,122,48,133
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150122-232930_second_0_to_60.png,20Hz,307,121,322,133
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150122-232930_second_30_to_90.png,20Hz,6,121,22,133
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150122-232930_second_90_to_150.png,20Hz,302,128,314,137
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150122-232930_second_90_to_150.png,20Hz,490,121,504,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150122-232930_second_120_to_180.png,20Hz,2,128,13,137
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150122-232930_second_120_to_180.png,20Hz,190,121,203,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150122-232930_second_150_to_210.png,20Hz,304,122,319,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150122-232930_second_150_to_210.png,20Hz,367,122,378,132
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150122-232930_second_180_to_240.png,20Hz,4,122,19,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150122-232930_second_180_to_240.png,20Hz,67,122,77,132
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150122-232930_second_180_to_240.png,20Hz,423,122,437,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150122-232930_second_180_to_240.png,20Hz,423,122,437,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150122-232930_second_210_to_270.png,20Hz,122,122,136,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150122-232930_second_210_to_270.png,20Hz,122,122,136,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150125-161116_second_180_to_240.png,20Hz,320,122,331,135
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150125-161116_second_210_to_270.png,20Hz,20,122,31,135
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150125-161116_second_210_to_270.png,20Hz,392,119,405,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150125-161116_second_240_to_300.png,20Hz,92,119,105,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150125-161116_second_450_to_510.png,20Hz,557,122,571,135
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150125-161116_second_480_to_540.png,20Hz,256,122,271,135
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150125-180039_second_60_to_120.png,20Hz,551,119,562,132
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150125-180039_second_90_to_150.png,20Hz,251,119,261,132
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150125-180039_second_120_to_180.png,20Hz,346,121,355,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150125-180039_second_150_to_210.png,20Hz,46,121,55,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150125-180039_second_270_to_330.png,20Hz,358,118,372,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150125-180039_second_270_to_330.png,20Hz,358,118,372,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150125-180039_second_300_to_360.png,20Hz,58,118,72,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150125-180039_second_300_to_360.png,20Hz,58,118,72,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150125-205155_second_270_to_330.png,20Hz,490,118,501,131
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150125-205155_second_300_to_360.png,20Hz,189,118,200,131
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150125-211008_second_840_to_900.png,20Hz,571,112,586,128
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150125-211008_second_870_to_930.png,20Hz,271,112,286,128
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150125-224846_second_720_to_780.png,20Hz,576,122,588,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150125-224846_second_750_to_810.png,20Hz,276,122,288,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150131-002953_second_870_to_930.png,20Hz,518,120,533,132
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150131-002953_second_870_to_930.png,20Hz,519,121,529,133
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150131-002953_second_900_to_960.png,20Hz,217,120,233,132
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150131-002953_second_900_to_960.png,20Hz,218,121,229,133
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150131-004806_second_360_to_420.png,20Hz,336,117,347,125
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150131-004806_second_360_to_420.png,20Hz,346,121,351,128
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150131-004806_second_390_to_450.png,20Hz,36,117,46,125
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150131-004806_second_390_to_450.png,20Hz,45,121,51,128
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150131-010621_second_270_to_330.png,20Hz,353,122,360,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150131-010621_second_270_to_330.png,20Hz,356,122,367,136
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150131-010621_second_300_to_360.png,20Hz,53,122,59,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150131-010621_second_300_to_360.png,20Hz,55,122,66,136
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150131-010621_second_300_to_360.png,20Hz,467,123,477,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150131-010621_second_300_to_360.png,20Hz,480,122,492,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150131-010621_second_330_to_390.png,20Hz,166,123,177,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150131-010621_second_330_to_390.png,20Hz,179,122,191,134
