spectrogram_path,label,xmin,ymin,xmax,ymax
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0808SB01_0815160418_second_120_to_180.png,A NE Pacific,338,58,511,73
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0808SB01_0815160418_second_180_to_240.png,B NE Pacific,68,98,249,139
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0808SB01_0815161000_second_0_to_60.png,A NE Pacific,81,61,252,73
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0808SB01_0815162000_second_420_to_480.png,40Hz,504,57,520,81
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0808SB01_0815162000_second_480_to_540.png,40Hz,535,61,549,87
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0808SB01_0815162000_second_540_to_600.png,40Hz,7,53,23,89
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0808SB01_0815162000_second_540_to_600.png,40Hz,7,53,23,89
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0808SB01_0815162000_second_540_to_600.png,40Hz,69,51,83,86
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0808SB01_0815163009_second_180_to_240.png,A NE Pacific,304,60,497,75
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0808SB01_0815163009_second_240_to_300.png,B NE Pacific,218,99,414,140
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0808SB01_0815163009_second_480_to_540.png,A NE Pacific,132,58,328,74
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0808SB01_0815163009_second_540_to_600.png,B NE Pacific,35,98,278,140
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0808SB01_0815164000_second_0_to_60.png,A NE Pacific,343,58,538,76
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0808SB01_0815164000_second_60_to_120.png,B NE Pacific,256,83,491,139
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0808SB01_0815164000_second_300_to_360.png,A NE Pacific,99,58,283,75
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0808SB01_0815164000_second_420_to_480.png,A NE Pacific,226,57,425,75
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0808SB01_0815164000_second_480_to_540.png,B NE Pacific,132,84,354,139
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0808SB01_0815165000_second_360_to_420.png,20Hz,365,117,404,133
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0808SB01_0815165000_second_420_to_480.png,D,247,80,292,114
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0808SB01_0815165000_second_420_to_480.png,D,525,73,579,121
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0808SB01_0815165000_second_480_to_540.png,D,465,100,495,124
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0808SB01_0815170000_second_0_to_60.png,20Hz,343,114,363,133
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0808SB01_0815170000_second_0_to_60.png,20Hz,470,112,490,131
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0808SB01_0815170000_second_0_to_60.png,20Hz,576,114,597,131
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0808SB01_0815170000_second_240_to_300.png,20Hz,146,115,171,135
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0808SB01_0815170000_second_240_to_300.png,20Hz,321,115,345,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0808SB01_0815170000_second_240_to_300.png,20Hz,419,115,444,135
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0808SB01_0815170000_second_300_to_360.png,20Hz,49,116,71,135
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0808SB01_0815170000_second_300_to_360.png,20Hz,318,115,340,133
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0808SB01_0815170000_second_300_to_360.png,20Hz,473,117,495,131
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0808SB01_0815170000_second_480_to_540.png,20Hz,390,113,410,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0808SB01_0815170000_second_480_to_540.png,20Hz,504,109,529,132
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0808SB01_0815170000_second_480_to_540.png,20Hz,558,116,582,135
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0808SB01_0815170000_second_540_to_600.png,20Hz,78,113,102,132
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0808SB01_0815171000_second_60_to_120.png,20Hz,369,115,393,135
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0808SB01_0815171000_second_60_to_120.png,20Hz,489,116,516,134
