spectrogram_path,label,xmin,ymin,xmax,ymax
..\labeled_data\spectrograms\CalCOFI\preprocessed\SB12-060209-184000_second_240_to_300.png,20Hz,510,110,526,129
..\labeled_data\spectrograms\CalCOFI\preprocessed\SB12-060209-184000_second_270_to_330.png,20Hz,210,110,226,129
..\labeled_data\spectrograms\CalCOFI\preprocessed\SB4-060206-185000_second_450_to_510.png,40Hz,534,87,548,115
..\labeled_data\spectrograms\CalCOFI\preprocessed\SB4-060206-185000_second_480_to_540.png,40Hz,234,87,248,115
..\labeled_data\spectrograms\CalCOFI\preprocessed\SB7-060207-164000_second_60_to_120.png,20Hz,546,125,570,138
..\labeled_data\spectrograms\CalCOFI\preprocessed\SB7-060207-164000_second_90_to_150.png,20Hz,246,125,270,138
..\labeled_data\spectrograms\CalCOFI\preprocessed\SB7-060207-165000_second_90_to_150.png,20Hz,319,126,350,138
..\labeled_data\spectrograms\CalCOFI\preprocessed\SB7-060207-165000_second_120_to_180.png,20Hz,19,126,50,138
..\labeled_data\spectrograms\CalCOFI\preprocessed\SB9-060208-181048_second_240_to_300.png,20Hz,328,96,343,123
..\labeled_data\spectrograms\CalCOFI\preprocessed\SB9-060208-181048_second_270_to_330.png,20Hz,28,96,42,123
..\labeled_data\spectrograms\CalCOFI\preprocessed\SB9-060208-182000_second_0_to_60.png,20Hz,515,83,530,122
..\labeled_data\spectrograms\CalCOFI\preprocessed\SB9-060208-182000_second_30_to_90.png,20Hz,214,83,230,122
..\labeled_data\spectrograms\CalCOFI\preprocessed\SB9-060208-191000_second_390_to_450.png,20Hz,410,88,424,130
..\labeled_data\spectrograms\CalCOFI\preprocessed\SB9-060208-191000_second_420_to_480.png,20Hz,110,88,124,130
..\labeled_data\spectrograms\CalCOFI\preprocessed\SB9-060208-192000_second_480_to_540.png,20Hz,362,81,379,124
..\labeled_data\spectrograms\CalCOFI\preprocessed\SB9-060208-192000_second_510_to_570.png,20Hz,62,81,78,124
..\labeled_data\spectrograms\CalCOFI\preprocessed\SB9-060208-192000_second_510_to_570.png,20Hz,413,83,430,125
..\labeled_data\spectrograms\CalCOFI\preprocessed\SB9-060208-192000_second_540_to_600.png,20Hz,113,83,129,125
