spectrogram_path,label,xmin,ymin,xmax,ymax
..\labeled_data\spectrograms\CalCOFI\preprocessed\DIFAR20111017_181445_second_0_to_60.png,40Hz,482,67,497,92
..\labeled_data\spectrograms\CalCOFI\preprocessed\DIFAR20111017_181445_second_30_to_90.png,40Hz,181,67,197,92
..\labeled_data\spectrograms\CalCOFI\preprocessed\DIFAR20111017_181445_second_330_to_390.png,40Hz,539,54,553,96
..\labeled_data\spectrograms\CalCOFI\preprocessed\DIFAR20111017_181445_second_360_to_420.png,40Hz,238,54,252,96
..\labeled_data\spectrograms\CalCOFI\preprocessed\DIFAR20111018_001619_second_270_to_330.png,A NE Pacific,339,62,472,74
..\labeled_data\spectrograms\CalCOFI\preprocessed\DIFAR20111018_001619_second_300_to_360.png,A NE Pacific,38,62,172,74
..\labeled_data\spectrograms\CalCOFI\preprocessed\DIFAR20111018_001619_second_540_to_600.png,20Hz,284,121,304,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\DIFAR20111018_001619_second_540_to_600.png,20Hz,572,122,590,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\DIFAR20111018_001619_second_570_to_630.png,20Hz,272,122,290,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\DIFAR20111018_001619_second_570_to_630.png,20Hz,560,121,584,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\DIFAR20111018_001619_second_600_to_660.png,20Hz,260,121,283,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\DIFAR20111018_001619_second_660_to_720.png,20Hz,325,122,343,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\DIFAR20111018_001619_second_690_to_750.png,20Hz,25,122,43,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\DIFAR20111021_165909_second_210_to_270.png,B NE Pacific,336,98,468,140
..\labeled_data\spectrograms\CalCOFI\preprocessed\DIFAR20111021_165909_second_240_to_300.png,B NE Pacific,35,98,168,140
..\labeled_data\spectrograms\CalCOFI\preprocessed\DIFAR20111023_012213_second_150_to_210.png,D,472,93,494,117
..\labeled_data\spectrograms\CalCOFI\preprocessed\DIFAR20111023_012213_second_180_to_240.png,D,171,93,193,117
..\labeled_data\spectrograms\CalCOFI\preprocessed\DIFAR20111024_195110_second_90_to_150.png,20Hz,482,119,502,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\DIFAR20111024_195110_second_120_to_180.png,20Hz,181,119,201,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\DIFAR20111024_195110_second_270_to_330.png,20Hz,368,120,389,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\DIFAR20111024_195110_second_300_to_360.png,20Hz,67,120,89,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\DIFAR20111025_000344_second_360_to_420.png,40Hz,503,70,517,91
..\labeled_data\spectrograms\CalCOFI\preprocessed\DIFAR20111025_000344_second_390_to_450.png,40Hz,203,70,216,91
..\labeled_data\spectrograms\CalCOFI\preprocessed\DIFAR20111025_000344_second_870_to_930.png,40Hz,552,80,565,105
..\labeled_data\spectrograms\CalCOFI\preprocessed\DIFAR20111025_000344_second_900_to_960.png,40Hz,252,80,264,105
..\labeled_data\spectrograms\CalCOFI\preprocessed\DIFAR20111025_005827_second_300_to_360.png,40Hz,365,90,380,108
..\labeled_data\spectrograms\CalCOFI\preprocessed\DIFAR20111025_005827_second_330_to_390.png,40Hz,65,90,79,108
..\labeled_data\spectrograms\CalCOFI\preprocessed\DIFAR20111025_005827_second_570_to_630.png,D,368,92,393,122
..\labeled_data\spectrograms\CalCOFI\preprocessed\DIFAR20111025_005827_second_600_to_660.png,D,67,92,92,122
..\labeled_data\spectrograms\CalCOFI\preprocessed\DIFAR20111025_011642_second_0_to_60.png,D,378,104,395,128
..\labeled_data\spectrograms\CalCOFI\preprocessed\DIFAR20111025_011642_second_30_to_90.png,D,77,104,94,128
..\labeled_data\spectrograms\CalCOFI\preprocessed\DIFAR20111025_011642_second_450_to_510.png,40Hz,388,81,398,97
..\labeled_data\spectrograms\CalCOFI\preprocessed\DIFAR20111025_011642_second_480_to_540.png,40Hz,88,81,98,97
