spectrogram_path,label,xmin,ymin,xmax,ymax
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150116-201916_second_3910_to_3970.png,40Hz,501,75,514,93
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150116-201916_second_3920_to_3980.png,40Hz,401,75,414,93
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150116-201916_second_3930_to_3990.png,40Hz,301,75,314,93
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150116-201916_second_3940_to_4000.png,40Hz,201,75,213,93
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150116-201916_second_3950_to_4010.png,40Hz,101,75,113,93
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150116-201916_second_3960_to_4020.png,40Hz,1,75,13,93
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150116-201916_second_4040_to_4100.png,40Hz,525,82,539,99
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150116-201916_second_4050_to_4110.png,40Hz,425,82,439,99
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150116-201916_second_4060_to_4120.png,40Hz,324,82,339,99
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150116-201916_second_4070_to_4130.png,40Hz,224,82,239,99
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150116-201916_second_4080_to_4140.png,40Hz,124,82,138,99
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150116-201916_second_4090_to_4150.png,40Hz,24,82,38,99
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150121-010640_second_2050_to_2110.png,20Hz,536,122,549,133
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150121-010640_second_2060_to_2120.png,20Hz,436,122,449,133
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150121-010640_second_2070_to_2130.png,20Hz,336,122,349,133
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150121-010640_second_2080_to_2140.png,20Hz,235,122,248,133
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150121-010640_second_2090_to_2150.png,20Hz,135,122,148,133
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150121-010640_second_2100_to_2160.png,20Hz,35,122,48,133
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150122-232930_second_0_to_60.png,20Hz,307,121,322,133
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150122-232930_second_10_to_70.png,20Hz,207,121,222,133
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150122-232930_second_20_to_80.png,20Hz,106,121,122,133
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150122-232930_second_30_to_90.png,20Hz,6,121,22,133
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150122-232930_second_70_to_130.png,20Hz,503,128,514,137
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150122-232930_second_80_to_140.png,20Hz,402,128,414,137
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150122-232930_second_90_to_150.png,20Hz,302,128,314,137
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150122-232930_second_90_to_150.png,20Hz,490,121,504,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150122-232930_second_100_to_160.png,20Hz,202,128,214,137
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150122-232930_second_100_to_160.png,20Hz,390,121,404,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150122-232930_second_110_to_170.png,20Hz,102,128,113,137
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150122-232930_second_110_to_170.png,20Hz,290,121,304,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150122-232930_second_120_to_180.png,20Hz,2,128,13,137
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150122-232930_second_120_to_180.png,20Hz,190,121,203,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150122-232930_second_130_to_190.png,20Hz,90,121,103,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150122-232930_second_130_to_190.png,20Hz,504,122,519,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150122-232930_second_130_to_190.png,20Hz,567,122,578,132
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150122-232930_second_140_to_200.png,20Hz,404,122,419,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150122-232930_second_140_to_200.png,20Hz,467,122,478,132
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150122-232930_second_150_to_210.png,20Hz,304,122,319,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150122-232930_second_150_to_210.png,20Hz,367,122,378,132
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150122-232930_second_160_to_220.png,20Hz,204,122,219,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150122-232930_second_160_to_220.png,20Hz,267,122,278,132
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150122-232930_second_170_to_230.png,20Hz,104,122,119,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150122-232930_second_170_to_230.png,20Hz,167,122,178,132
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150122-232930_second_170_to_230.png,20Hz,523,122,537,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150122-232930_second_170_to_230.png,20Hz,523,122,537,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150122-232930_second_180_to_240.png,20Hz,4,122,19,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150122-232930_second_180_to_240.png,20Hz,67,122,77,132
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150122-232930_second_180_to_240.png,20Hz,423,122,437,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150122-232930_second_180_to_240.png,20Hz,423,122,437,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150122-232930_second_190_to_250.png,20Hz,323,122,337,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150122-232930_second_190_to_250.png,20Hz,323,122,337,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150122-232930_second_200_to_260.png,20Hz,222,122,236,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150122-232930_second_200_to_260.png,20Hz,222,122,236,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150122-232930_second_210_to_270.png,20Hz,122,122,136,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150122-232930_second_210_to_270.png,20Hz,122,122,136,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150122-232930_second_220_to_280.png,20Hz,22,122,36,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150122-232930_second_220_to_280.png,20Hz,22,122,36,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150125-161116_second_160_to_220.png,20Hz,520,122,531,135
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150125-161116_second_170_to_230.png,20Hz,420,122,431,135
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150125-161116_second_180_to_240.png,20Hz,320,122,331,135
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150125-161116_second_190_to_250.png,20Hz,220,122,231,135
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150125-161116_second_200_to_260.png,20Hz,120,122,131,135
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150125-161116_second_200_to_260.png,20Hz,493,119,505,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150125-161116_second_210_to_270.png,20Hz,20,122,31,135
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150125-161116_second_210_to_270.png,20Hz,392,119,405,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150125-161116_second_220_to_280.png,20Hz,292,119,305,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150125-161116_second_230_to_290.png,20Hz,192,119,205,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150125-161116_second_240_to_300.png,20Hz,92,119,105,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150125-161116_second_450_to_510.png,20Hz,557,122,571,135
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150125-161116_second_460_to_520.png,20Hz,456,122,471,135
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150125-161116_second_470_to_530.png,20Hz,356,122,371,135
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150125-161116_second_480_to_540.png,20Hz,256,122,271,135
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150125-161116_second_490_to_550.png,20Hz,156,122,170,135
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150125-161116_second_500_to_560.png,20Hz,56,122,70,135
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150125-180039_second_60_to_120.png,20Hz,551,119,562,132
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150125-180039_second_70_to_130.png,20Hz,451,119,462,132
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150125-180039_second_80_to_140.png,20Hz,351,119,362,132
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150125-180039_second_90_to_150.png,20Hz,251,119,261,132
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150125-180039_second_100_to_160.png,20Hz,150,119,161,132
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150125-180039_second_100_to_160.png,20Hz,546,121,555,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150125-180039_second_110_to_170.png,20Hz,50,119,61,132
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150125-180039_second_110_to_170.png,20Hz,446,121,455,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150125-180039_second_120_to_180.png,20Hz,346,121,355,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150125-180039_second_130_to_190.png,20Hz,246,121,255,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150125-180039_second_140_to_200.png,20Hz,146,121,155,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150125-180039_second_150_to_210.png,20Hz,46,121,55,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150125-180039_second_250_to_310.png,20Hz,558,118,573,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150125-180039_second_250_to_310.png,20Hz,558,118,573,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150125-180039_second_260_to_320.png,20Hz,458,118,472,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150125-180039_second_260_to_320.png,20Hz,458,118,472,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150125-180039_second_270_to_330.png,20Hz,358,118,372,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150125-180039_second_270_to_330.png,20Hz,358,118,372,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150125-180039_second_280_to_340.png,20Hz,258,118,272,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150125-180039_second_280_to_340.png,20Hz,258,118,272,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150125-180039_second_290_to_350.png,20Hz,158,118,172,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\CO20150125-180039_second_290_to_350.png,20Hz,158,118,172,134
