spectrogram_path,label,xmin,ymin,xmax,ymax
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0707-SB01-070629-170000_second_0_to_60.png,40Hz,183,71,202,112
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0707-SB01-070629-180000_second_30_to_90.png,40Hz,542,81,558,112
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0707-SB01-070629-180000_second_60_to_120.png,40Hz,242,81,257,112
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0707-SB01-070629-182000_second_0_to_60.png,20Hz,76,112,105,134
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0707-SB02-070629-211522_second_150_to_210.png,D,381,58,411,112
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0707-SB02-070629-211522_second_180_to_240.png,D,81,58,110,112
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0707-SB02-070629-212000_second_180_to_240.png,40Hz,387,78,404,104
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0707-SB02-070629-212000_second_210_to_270.png,40Hz,87,78,103,104
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0707-SB02-070629-220000_second_270_to_330.png,40Hz,314,67,327,113
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0707-SB02-070629-220000_second_300_to_360.png,40Hz,13,67,27,113
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0707-SB03-070630-014000_second_60_to_120.png,40Hz,343,87,356,115
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0707-SB03-070630-014000_second_90_to_150.png,40Hz,42,87,56,115
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0707-SB03-070630-021000_second_150_to_210.png,D,423,74,446,124
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0707-SB03-070630-021000_second_180_to_240.png,D,123,74,146,124
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0707-SB03-070630-030000_second_0_to_60.png,40Hz,296,73,318,105
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0707-SB03-070630-031000_second_150_to_210.png,D,444,71,486,120
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0707-SB03-070630-031000_second_180_to_240.png,D,144,71,185,120
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0707-SB04-070630-185000_second_180_to_240.png,D,374,64,407,119
..\labeled_data\spectrograms\CalCOFI\preprocessed\CC0707-SB04-070630-185000_second_210_to_270.png,D,74,64,107,119
