audio_file,annotation,high_f,low_f,start_time,end_time
../labeled_data/wav\CO20150125-161116.wav,20Hz,29,16,212.0,213.0
../labeled_data/wav\CO20150201-172623.wav,20Hz,25,13,268.723,270.314
../labeled_data/wav\CO20150201-172623.wav,20Hz,34,16,287.333,288.754
../labeled_data/wav\CO20150131-010621.wav,20Hz,29,17,305.296,305.853
../labeled_data/wav\CO20150131-010621.wav,20Hz,29,15,305.574,306.548
../labeled_data/wav\CO20150131-014253.wav,20Hz,29,15,176.514,178.079
../labeled_data/wav\CO20150131-014253.wav,20Hz,33,17,218.093,219.659
../labeled_data/wav\CO20150203-151135.wav,20Hz,37,15,115.727,117.453
../labeled_data/wav\CO20150203-151135.wav,20Hz,43,18,125.743,127.232
../labeled_data/wav\CO20150203-151135.wav,20Hz,41,20,132.498,134.02
../labeled_data/wav\CO20150204-211054.wav,40Hz,54,38,52.885,54.137
../labeled_data/wav\CO20150204-211054.wav,40Hz,60,38,123.005,124.697
../labeled_data/wav\CO20150131-010621.wav,40Hz,57,41,998.893,999.52
../labeled_data/wav\CO20150131-010621.wav,40Hz,60,35,1035.622,1036.632
../labeled_data/wav\CO20150122-232930.wav,20Hz,30,18,30.674,32.135
../labeled_data/wav\CO20150125-161116.wav,20Hz,32,17,249.231,250.415
../labeled_data/wav\CO20150125-205155.wav,20Hz,33,20,318.96,319.941
../labeled_data/wav\CO20150131-010621.wav,20Hz,28,17,346.632,347.606
../labeled_data/wav\CO20150131-010621.wav,20Hz,29,17,347.954,349.032
../labeled_data/wav\CO20150131-014253.wav,20Hz,33,17,218.093,219.659
../labeled_data/wav\CO20150203-151135.wav,20Hz,37,15,115.727,117.453
../labeled_data/wav\CO20150203-151135.wav,20Hz,43,18,125.743,127.232
../labeled_data/wav\CO20150203-151135.wav,20Hz,41,20,132.498,134.02
../labeled_data/wav\CO20150204-205241.wav,40Hz,59,35,918.52,920.077
../labeled_data/wav\CO20150131-020106.wav,20Hz,25,19,140.898,141.594
../labeled_data/wav\CO20150125-180039.wav,20Hz,32,19,115.066,116.048
../labeled_data/wav\CO20150131-014253.wav,20Hz,31,23,367.641,368.163
../labeled_data/wav\CO20150131-014253.wav,20Hz,25,19,397.293,398.058
../labeled_data/wav\CO20150131-014253.wav,20Hz,25,18,399.415,400.32
../labeled_data/wav\CO20150131-014253.wav,20Hz,27,17,400.459,401.781
../labeled_data/wav\CO20150131-014253.wav,20Hz,35,19,406.166,407.244
../labeled_data/wav\CO20150131-014253.wav,20Hz,38,25,455.657,456.979
../labeled_data/wav\CO20150131-014253.wav,20Hz,36,23,457.327,458.371
../labeled_data/wav\CO20150131-020106.wav,20Hz,35,21,149.4,150.618
../labeled_data/wav\CO20150203-205936.wav,20Hz,30,16,708.926,710.212
../labeled_data/wav\CO20150203-205936.wav,20Hz,29,17,725.811,726.995
../labeled_data/wav\CO20150122-232930.wav,20Hz,23,14,120.225,121.273
../labeled_data/wav\CO20150122-232930.wav,20Hz,30,17,138.989,140.262
../labeled_data/wav\CO20150125-180039.wav,20Hz,30,17,154.593,155.405
../labeled_data/wav\CO20150131-002953.wav,20Hz,31,19,921.747,923.173
../labeled_data/wav\CO20150131-002953.wav,20Hz,30,18,921.816,922.79
../labeled_data/wav\CO20150131-004806.wav,20Hz,34,26,393.639,394.544
../labeled_data/wav\CO20150131-004806.wav,20Hz,30,23,394.544,395.031
../labeled_data/wav\CO20150131-014253.wav,20Hz,35,19,406.166,407.244
../labeled_data/wav\CO20150131-014253.wav,20Hz,33,20,407.94,408.915
../labeled_data/wav\CO20150131-014253.wav,20Hz,28,20,410.689,411.455
../labeled_data/wav\CO20150131-014253.wav,20Hz,34,18,421.921,423.034
../labeled_data/wav\CO20150203-211749.wav,20Hz,29,17,349.062,350.314
../labeled_data/wav\CO20150203-211749.wav,20Hz,27,17,351.633,352.648
../labeled_data/wav\CO20150203-211749.wav,20Hz,30,16,366.386,367.807
../labeled_data/wav\CO20150203-211749.wav,20Hz,29,17,368.926,370.381
../labeled_data/wav\CO20150116-201916.wav,40Hz,76,58,3960.106,3961.254
../labeled_data/wav\CO20150116-201916.wav,40Hz,69,52,4092.444,4093.776
../labeled_data/wav\CO20150122-232930.wav,20Hz,29,17,180.412,181.798
../labeled_data/wav\CO20150122-232930.wav,20Hz,29,19,186.704,187.678
../labeled_data/wav\CO20150122-232930.wav,20Hz,29,17,222.247,223.558
../labeled_data/wav\CO20150125-211008.wav,20Hz,39,23,897.065,898.487
../labeled_data/wav\CO20150131-014253.wav,20Hz,40,24,455.727,456.597
../labeled_data/wav\CO20150131-014253.wav,20Hz,38,25,455.657,456.979
../labeled_data/wav\CO20150131-014253.wav,20Hz,36,23,457.327,458.371
../labeled_data/wav\CO20150203-211749.wav,20Hz,30,16,366.386,367.807
../labeled_data/wav\CO20150203-211749.wav,20Hz,29,17,368.926,370.381
../labeled_data/wav\CO20150203-221230.wav,20Hz,29,16,251.212,252.565
../labeled_data/wav\CO20150203-221230.wav,20Hz,29,16,270.532,271.852
../labeled_data/wav\CO20150121-010640.wav,20Hz,29,18,2103.554,2104.751
../labeled_data/wav\CO20150125-180039.wav,20Hz,33,17,305.795,307.115
../labeled_data/wav\CO20150125-224846.wav,20Hz,29,17,777.573,778.656
../labeled_data/wav\CO20150131-012437.wav,20Hz,27,15,595.157,596.096
../labeled_data/wav\CO20150131-014253.wav,20Hz,38,20,583.486,584.495
../labeled_data/wav\CO20150131-014253.wav,20Hz,37,21,584.913,586.061
../labeled_data/wav\CO20150131-014253.wav,20Hz,39,21,593.438,594.899
../labeled_data/wav\CO20150131-014253.wav,20Hz,36,23,595.143,596.013
../labeled_data/wav\CO20150131-014253.wav,20Hz,29,18,609.624,610.529
../labeled_data/wav\CO20150131-014253.wav,20Hz,31,18,619.645,620.654
../labeled_data/wav\CO20150131-014253.wav,20Hz,34,18,629.137,630.285
