audio_file,annotation,high_f,low_f,start_time,end_time
../labeled_data/wav\CC0711-SB08-071107-233000.wav,D,60,34,218.862,223.385
../labeled_data/wav\CC0711-SB08-071107-233000.wav,D,50,32,226.563,228.152
../labeled_data/wav\CC0711-SB08-071107-233000.wav,D,53,38,233.347,236.647
../labeled_data/wav\CC0711-SB09-071108-191000.wav,20Hz,27,14,2.933,4.887
../labeled_data/wav\CC0711-SB09-071108-191000.wav,20Hz,57,23,5.945,7.573
../labeled_data/wav\CC0711-SB09-071108-191000.wav,20Hz,47,24,47.136,48.682
../labeled_data/wav\CC0711-SB09-071108-191000.wav,20Hz,49,30,50.354,51.737
../labeled_data/wav\CC0711-SB09-071108-191000.wav,20Hz,51,27,71.356,72.658
../labeled_data/wav\CC0711-SB09-071108-191000.wav,20Hz,32,17,93.961,96.159
../labeled_data/wav\CC0711-SB09-071108-191000.wav,20Hz,33,17,152.821,154.775
../labeled_data/wav\CC0711-SB09-071108-191000.wav,40Hz,33,17,152.821,154.775
../labeled_data/wav\CC0711-SB09-071108-191000.wav,40Hz,76,49,196.866,198.575
../labeled_data/wav\CC0711-SB09-071108-191000.wav,20Hz,30,18,399.064,400.773
../labeled_data/wav\CC0711-SB10-071109-000000.wav,20Hz,30,17,105.413,107.123
../labeled_data/wav\CC0711-SB10-071109-000000.wav,20Hz,48,22,179.865,181.33
../labeled_data/wav\CC0711-SB10-071109-000000.wav,20Hz,32,17,355.251,357.123
../labeled_data/wav\CC0711-SB10-071109-001000.wav,20Hz,32,17,73.447,75.645
../labeled_data/wav\CC0711-SB10-071109-001000.wav,20Hz,44,19,102.389,104.098
../labeled_data/wav\CC0711-SB10-071109-001000.wav,20Hz,54,22,195.833,197.624
../labeled_data/wav\CC0711-SB10-071109-001000.wav,20Hz,53,25,204.951,206.742
../labeled_data/wav\CC0711-SB10-071109-001000.wav,20Hz,58,20,258.018,260.135
../labeled_data/wav\CC0711-SB10-071109-001000.wav,20Hz,58,20,258.018,260.135
../labeled_data/wav\CC0711-SB10-071109-001000.wav,20Hz,55,24,265.101,266.892
../labeled_data/wav\CC0711-SB10-071109-001000.wav,20Hz,44,14,277.856,279.646
../labeled_data/wav\CC0711-SB10-071109-001000.wav,20Hz,44,18,338.018,339.891
../labeled_data/wav\CC0711-SB10-071109-001000.wav,20Hz,61,31,486.077,488.113
../labeled_data/wav\CC0711-SB13-071110-200000.wav,20Hz,71,18,58.018,60.054
../labeled_data/wav\CC0711-SB13-071110-200000.wav,20Hz,51,20,63.147,65.182
../labeled_data/wav\CC0711-SB13-071110-200000.wav,20Hz,49,23,73.46,75.413
../labeled_data/wav\CC0711-SB13-071110-200000.wav,20Hz,63,25,78.832,79.972
../labeled_data/wav\CC0711-SB13-071110-200000.wav,20Hz,53,27,83.88,85.67
../labeled_data/wav\CC0711-SB13-071110-200000.wav,20Hz,50,24,94.299,95.683
../labeled_data/wav\CC0711-SB13-071110-200000.wav,20Hz,42,17,128.507,130.135
../labeled_data/wav\CC0711-SB13-071110-200000.wav,20Hz,42,17,128.507,130.135
../labeled_data/wav\CC0711-SB13-071110-200000.wav,20Hz,41,19,146.065,147.937
../labeled_data/wav\CC0711-SB13-071110-200000.wav,20Hz,41,22,168.318,169.865
../labeled_data/wav\CC0711-SB13-071110-200000.wav,20Hz,35,19,185.006,186.635
../labeled_data/wav\CC0711-SB13-071110-200000.wav,20Hz,35,19,185.006,186.635
../labeled_data/wav\CC0711-SB13-071110-200000.wav,20Hz,55,24,224.681,226.96
../labeled_data/wav\CC0711-SB13-071110-200000.wav,20Hz,46,27,231.03,232.984
../labeled_data/wav\CC0711-SB13-071110-200000.wav,20Hz,46,20,261.425,262.89
../labeled_data/wav\CC0711-SB13-071110-200000.wav,20Hz,44,20,268.018,269.565
../labeled_data/wav\CC0711-SB13-071110-200000.wav,20Hz,46,25,425.332,427.042
../labeled_data/wav\CC0711-SB13-071110-200000.wav,20Hz,57,29,485.67,487.217
../labeled_data/wav\CC0711-SB13-071110-200000.wav,20Hz,47,16,499.321,501.03
../labeled_data/wav\CC0711-SB13-071110-200000.wav,20Hz,48,25,517.787,519.496
../labeled_data/wav\CC0711-SB13-071110-200000.wav,20Hz,48,25,517.787,519.496
../labeled_data/wav\CC0711-SB13-071110-200000.wav,20Hz,51,28,528.67,530.054
../labeled_data/wav\CC0711-SB13-071110-201000.wav,20Hz,46,20,112.401,114.03
../labeled_data/wav\CC0711-SB13-071110-201000.wav,20Hz,43,21,122.984,124.694
../labeled_data/wav\CC0711-SB13-071110-201000.wav,20Hz,49,20,133.485,135.439
../labeled_data/wav\CC0711-SB13-071110-201000.wav,20Hz,54,26,148.67,150.298
../labeled_data/wav\CC0711-SB13-071110-201000.wav,20Hz,55,25,152.007,153.635
../labeled_data/wav\CC0711-SB13-071110-201000.wav,20Hz,57,24,157.706,159.252
../labeled_data/wav\CC0711-SB13-071110-201000.wav,20Hz,57,24,157.706,159.252
../labeled_data/wav\CC0711-SB13-071110-201000.wav,20Hz,58,26,157.543,159.171
../labeled_data/wav\CC0711-SB13-071110-201000.wav,20Hz,58,26,157.543,159.171
../labeled_data/wav\CC0711-SB13-071110-201000.wav,20Hz,49,27,163.404,165.113
../labeled_data/wav\CC0711-SB13-071110-201000.wav,20Hz,48,31,249.646,250.949
../labeled_data/wav\CC0711-SB13-071110-201000.wav,20Hz,60,29,255.67,257.217
../labeled_data/wav\CC0711-SB13-071110-201000.wav,20Hz,60,29,255.67,257.217
../labeled_data/wav\CC0711-SB13-071110-201000.wav,20Hz,43,20,304.599,306.146
../labeled_data/wav\CC0711-SB13-071110-201000.wav,20Hz,54,29,314.531,315.996
../labeled_data/wav\CC0711-SB13-071110-201000.wav,20Hz,54,29,314.531,315.996
../labeled_data/wav\CC0711-SB13-071110-201000.wav,20Hz,51,20,375.683,376.986
../labeled_data/wav\CC0711-SB13-071110-201000.wav,20Hz,51,20,375.683,376.986
../labeled_data/wav\CC0711-SB13-071110-201000.wav,20Hz,42,20,503.88,505.67
../labeled_data/wav\CC0711-SB13-071110-201000.wav,20Hz,42,20,503.88,505.67
../labeled_data/wav\CC0711-SB13-071110-201000.wav,20Hz,49,19,533.541,535.332
../labeled_data/wav\CC0711-SB13-071110-220000.wav,20Hz,50,24,57.693,59.402
../labeled_data/wav\CC0711-SB13-071110-220000.wav,20Hz,46,28,163.691,165.156
../labeled_data/wav\CC0711-SB17-071112-234000.wav,D,61,33,77.247,81.155
../labeled_data/wav\CC0711-SB17-071112-234000.wav,D,60,31,120.88,124.625
../labeled_data/wav\CC0711-SB21-071115-223000.wav,20Hz,29,17,113.215,114.681
