audio_file,annotation,high_f,low_f,start_time,end_time
../labeled_data/wav\CC0808SB02_0815211000.wav,20Hz,36,19,66.622,68.168
../labeled_data/wav\CC0808SB02_0815211000.wav,D,87,31,252.483,256.96
../labeled_data/wav\CC0808SB02_0815213000.wav,A NE Pacific,95,75,89.064,107.95
../labeled_data/wav\CC0808SB02_0815213000.wav,40Hz,112,68,83.854,85.97
../labeled_data/wav\CC0808SB02_0815213000.wav,B NE Pacific,53,12,90.015,109.959
../labeled_data/wav\CC0808SB02_0815213000.wav,B NE Pacific,52,11,225.375,246.133
../labeled_data/wav\CC0808SB02_0815213000.wav,A NE Pacific,91,75,273.597,290.936
../labeled_data/wav\CC0808SB02_0815213000.wav,40Hz,111,57,297.611,300.379
../labeled_data/wav\CC0808SB02_0815213000.wav,A NE Pacific,111,57,297.611,300.379
../labeled_data/wav\CC0808SB02_0815220000.wav,20Hz,33,17,28.82,30.448
../labeled_data/wav\CC0808SB02_0815220000.wav,D,104,38,76.716,80.135
../labeled_data/wav\CC0808SB02_0815220000.wav,20Hz,35,17,462.633,464.831
../labeled_data/wav\CC0808SB03_0816031000.wav,20Hz,37,18,517.774,520.216
../labeled_data/wav\CC0808SB03_0816031000.wav,20Hz,37,19,568.738,571.018
../labeled_data/wav\CC0808SB04_0816163000.wav,D,67,40,194.655,197.423
../labeled_data/wav\CC0808SB04_0816163000.wav,D,59,38,226.485,229.089
../labeled_data/wav\CC0808SB21_0825004146.wav,D,70,34,250.178,254.655
../labeled_data/wav\CC0808SB21_0825004146.wav,D,61,32,274.844,280.054
../labeled_data/wav\CC0808SB21_0825004146.wav,D,70,23,296.716,302.658
../labeled_data/wav\CC0808SB21_0825004146.wav,D,66,27,327.517,333.053
../labeled_data/wav\CC0808SB21_0825004146.wav,D,57,31,365.182,369.496
../labeled_data/wav\CC0808SB21_0825004146.wav,D,54,26,404.831,409.064
../labeled_data/wav\CC0808SB21_0825004146.wav,D,64,28,435.983,442.74
../labeled_data/wav\CC0808SB21_0825004146.wav,D,68,35,469.089,473.811
../labeled_data/wav\CC0808SB22_0825150000.wav,B NE Pacific,52,12,224.887,239.946
../labeled_data/wav\CC0808SB22_0825161000.wav,40Hz,66,35,275.144,276.853
../labeled_data/wav\CC0808SB22_0825161000.wav,40Hz,66,40,403.04,404.668
../labeled_data/wav\CC0808SB22_0825161000.wav,40Hz,68,43,417.937,419.646
../labeled_data/wav\CC0808SB22_0825161000.wav,40Hz,70,39,434.681,436.146
../labeled_data/wav\CC0808SB22_0825161000.wav,40Hz,75,45,564.587,566.133
../labeled_data/wav\CC0808SB23_0826012000.wav,D,80,35,166.296,168.331
../labeled_data/wav\CC0808SB23_0826012000.wav,B NE Pacific,52,11,74.085,91.587
../labeled_data/wav\CC0808SB23_0826012000.wav,B NE Pacific,52,12,24.073,46.622
../labeled_data/wav\CC0808SB23_0826012000.wav,A NE Pacific,88,79,25.538,42.307
../labeled_data/wav\CC0808SB23_0826012000.wav,B NE Pacific,51,12,323.773,346.729
../labeled_data/wav\CC0808SB23_0826012000.wav,40Hz,102,49,327.843,330.122
../labeled_data/wav\CC0808SB23_0826012000.wav,40Hz,98,46,345.182,347.461
../labeled_data/wav\CC0808SB23_0826012000.wav,A NE Pacific,90,79,411.073,437.449
../labeled_data/wav\CC0808SB23_0826012000.wav,A NE Pacific,90,77,544.505,561.356
../labeled_data/wav\CC0808SB23_0826012000.wav,40Hz,95,83,570.529,587.299
../labeled_data/wav\CC0808SB25_0827152000.wav,20Hz,35,20,426.026,427.899
../labeled_data/wav\CC0808SB28_0829003000.wav,D,60,39,290.366,293.867
../labeled_data/wav\CC0808SB28_0829003000.wav,D,66,40,301.519,305.263
../labeled_data/wav\CC0808SB28_0829003000.wav,D,63,39,322.689,325.131
../labeled_data/wav\CC0808SB28_0829003000.wav,D,61,38,398.4,401.412
../labeled_data/wav\CC0808SB29_0829190000.wav,20Hz,33,18,129.852,131.562
../labeled_data/wav\CC0808SB01_0815160418.wav,A NE Pacific,93,78,153.76,170.936
../labeled_data/wav\CC0808SB01_0815160418.wav,B NE Pacific,53,12,186.866,204.775
../labeled_data/wav\CC0808SB01_0815161000.wav,A NE Pacific,90,78,8.143,25.075
../labeled_data/wav\CC0808SB01_0815162000.wav,B NE Pacific,52,11,229.934,254.681
../labeled_data/wav\CC0808SB01_0815162000.wav,40Hz,94,70,470.366,471.832
../labeled_data/wav\CC0808SB01_0815162000.wav,40Hz,96,73,478.67,480.054
../labeled_data/wav\CC0808SB01_0815162000.wav,40Hz,90,64,533.434,534.737
../labeled_data/wav\CC0808SB01_0815162000.wav,40Hz,98,62,540.761,542.226
../labeled_data/wav\CC0808SB01_0815162000.wav,40Hz,98,62,540.761,542.226
../labeled_data/wav\CC0808SB01_0815162000.wav,40Hz,100,65,546.947,548.25
../labeled_data/wav\CC0808SB01_0815163009.wav,B NE Pacific,52,11,165.97,183.31
../labeled_data/wav\CC0808SB01_0815163009.wav,A NE Pacific,91,76,210.366,229.578
../labeled_data/wav\CC0808SB01_0815163009.wav,B NE Pacific,52,10,261.819,281.275
../labeled_data/wav\CC0808SB01_0815163009.wav,A NE Pacific,94,75,354.274,373.16
../labeled_data/wav\CC0808SB01_0815163009.wav,B NE Pacific,68,11,404.261,427.787
../labeled_data/wav\CC0808SB01_0815163009.wav,A NE Pacific,93,77,493.19,512.646
../labeled_data/wav\CC0808SB01_0815163009.wav,B NE Pacific,53,10,543.528,567.706
../labeled_data/wav\CC0808SB01_0815164000.wav,A NE Pacific,93,75,34.274,53.648
../labeled_data/wav\CC0808SB01_0815164000.wav,B NE Pacific,68,12,85.563,108.927
../labeled_data/wav\CC0808SB01_0815164000.wav,A NE Pacific,95,75,173.297,192.671
../labeled_data/wav\CC0808SB01_0815164000.wav,B NE Pacific,68,12,224.342,248.845
../labeled_data/wav\CC0808SB01_0815164000.wav,A NE Pacific,93,76,309.959,328.194
../labeled_data/wav\CC0808SB01_0815164000.wav,A NE Pacific,94,76,442.633,462.333
../labeled_data/wav\CC0808SB01_0815164000.wav,B NE Pacific,67,12,493.19,515.251
../labeled_data/wav\CC0808SB01_0815165000.wav,20Hz,34,18,396.472,400.298
../labeled_data/wav\CC0808SB01_0815165000.wav,D,71,37,444.749,449.064
../labeled_data/wav\CC0808SB01_0815165000.wav,D,78,30,472.508,477.718
../labeled_data/wav\CC0808SB01_0815165000.wav,D,51,27,526.433,529.364
../labeled_data/wav\CC0808SB01_0815170000.wav,20Hz,37,18,34.248,36.202
../labeled_data/wav\CC0808SB01_0815170000.wav,20Hz,39,20,46.947,48.82
../labeled_data/wav\CC0808SB01_0815170000.wav,20Hz,37,20,57.53,59.565
../labeled_data/wav\CC0808SB01_0815170000.wav,20Hz,36,16,254.655,257.016
../labeled_data/wav\CC0808SB01_0815170000.wav,20Hz,36,17,272.076,274.437
../labeled_data/wav\CC0808SB01_0815170000.wav,20Hz,36,16,281.926,284.287
../labeled_data/wav\CC0808SB01_0815170000.wav,20Hz,35,16,304.912,307.029
../labeled_data/wav\CC0808SB01_0815170000.wav,20Hz,36,18,331.776,333.892
../labeled_data/wav\CC0808SB01_0815170000.wav,20Hz,34,20,347.273,349.389
../labeled_data/wav\CC0808SB01_0815170000.wav,20Hz,38,17,518.97,520.842
../labeled_data/wav\CC0808SB01_0815170000.wav,20Hz,42,19,530.366,532.727
../labeled_data/wav\CC0808SB01_0815170000.wav,20Hz,35,16,535.739,538.1
../labeled_data/wav\CC0808SB01_0815170000.wav,20Hz,38,19,547.868,550.148
../labeled_data/wav\CC0808SB01_0815171000.wav,20Hz,36,16,96.935,99.214
../labeled_data/wav\CC0808SB01_0815171000.wav,20Hz,35,17,108.82,111.506
../labeled_data/wav\CC0808SB01_0815171000.wav,20Hz,36,16,121.682,123.961
../labeled_data/wav\CC0808SB01_0815171000.wav,20Hz,37,17,138.156,140.272
../labeled_data/wav\CC0808SB01_0815171000.wav,20Hz,35,17,171.125,173.811
../labeled_data/wav\CC0808SB01_0815171000.wav,20Hz,37,17,185.156,187.761
../labeled_data/wav\CC0808SB01_0815171000.wav,20Hz,36,16,210.311,212.59
../labeled_data/wav\CC0808SB01_0815171000.wav,20Hz,35,17,220.216,222.74
../labeled_data/wav\CC0808SB01_0815171000.wav,20Hz,33,17,247.573,250.015
../labeled_data/wav\CC0808SB01_0815171000.wav,20Hz,36,17,290.555,292.834
../labeled_data/wav\CC0808SB01_0815171000.wav,20Hz,37,17,560.216,562.577
../labeled_data/wav\CC0808SB01_0815171000.wav,20Hz,39,16,576.879,579.077
../labeled_data/wav\CC0808SB01_0815171000.wav,20Hz,39,17,592.183,594.544
../labeled_data/wav\CC0808SB01_0815172000.wav,20Hz,39,16,6.84,9.282
../labeled_data/wav\CC0808SB01_0815172000.wav,20Hz,40,18,17.586,19.946
../labeled_data/wav\CC0808SB01_0815172000.wav,20Hz,35,17,45.426,47.868
../labeled_data/wav\CC0808SB01_0815172000.wav,20Hz,40,17,56.172,58.532
../labeled_data/wav\CC0808SB01_0815172000.wav,20Hz,36,16,83.447,85.889
../labeled_data/wav\CC0808SB01_0815172000.wav,20Hz,37,18,100.949,103.228
../labeled_data/wav\CC0808SB01_0815172000.wav,20Hz,37,16,116.335,118.695
../labeled_data/wav\CC0808SB01_0815172000.wav,20Hz,40,18,132.864,135.306
../labeled_data/wav\CC0808SB01_0815172000.wav,20Hz,39,18,136.935,139.458
../labeled_data/wav\CC0808SB01_0815172000.wav,20Hz,38,19,146.377,148.575
../labeled_data/wav\CC0808SB01_0815172000.wav,20Hz,35,16,317.937,320.054
../labeled_data/wav\CC0808SB01_0815172000.wav,20Hz,35,17,326.077,328.275
../labeled_data/wav\CC0808SB01_0815172000.wav,20Hz,40,18,333.404,335.602
../labeled_data/wav\CC0808SB01_0815172000.wav,20Hz,36,16,348.738,350.936
../labeled_data/wav\CC0808SB01_0815172000.wav,20Hz,38,18,363.391,365.508
../labeled_data/wav\CC0808SB01_0815172000.wav,20Hz,35,17,411.425,413.378
../labeled_data/wav\CC0808SB01_0815172000.wav,D,53,22,485.238,487.517
../labeled_data/wav\CC0808SB01_0815172000.wav,20Hz,33,18,556.96,558.914
../labeled_data/wav\CC0808SB01_0815172000.wav,20Hz,34,17,582.658,584.449
../labeled_data/wav\CC0808SB01_0815173000.wav,20Hz,39,17,154.274,156.472
../labeled_data/wav\CC0808SB01_0815173000.wav,20Hz,40,18,183.365,185.808
../labeled_data/wav\CC0808SB01_0815173000.wav,20Hz,38,16,194.274,196.553
../labeled_data/wav\CC0808SB01_0815173000.wav,20Hz,38,17,215.113,217.23
../labeled_data/wav\CC0808SB01_0815173000.wav,20Hz,37,17,244.668,246.866
../labeled_data/wav\CC0808SB01_0815173000.wav,20Hz,36,17,275.276,277.474
../labeled_data/wav\CC0808SB01_0815173000.wav,20Hz,34,16,289.282,291.562
../labeled_data/wav\CC0808SB01_0815173000.wav,20Hz,36,17,301.982,304.017
../labeled_data/wav\CC0808SB01_0815173000.wav,20Hz,34,17,377.611,379.646
../labeled_data/wav\CC0808SB01_0815173000.wav,20Hz,37,16,405.563,407.68
../labeled_data/wav\CC0808SB01_0815173000.wav,20Hz,37,17,420.216,422.658
../labeled_data/wav\CC0808SB01_0815173000.wav,20Hz,37,18,433.73,436.09
../labeled_data/wav\CC0808SB01_0815173000.wav,20Hz,37,18,458.074,460.598
../labeled_data/wav\CC0808SB01_0815173000.wav,20Hz,36,17,470.692,473.053
../labeled_data/wav\CC0808SB01_0815173000.wav,20Hz,36,17,523.365,525.808
../labeled_data/wav\CC0808SB01_0815173000.wav,20Hz,35,16,553.648,555.765
../labeled_data/wav\CC0808SB01_0815173000.wav,20Hz,34,17,572.727,574.844
../labeled_data/wav\CC0808SB01_0815173000.wav,20Hz,37,16,588.927,591.043
../labeled_data/wav\CC0808SB01_0815174000.wav,20Hz,35,17,3.177,5.212
../labeled_data/wav\CC0808SB01_0815174000.wav,20Hz,36,17,12.457,14.655
../labeled_data/wav\CC0808SB01_0815174000.wav,20Hz,36,17,161.9,164.18
../labeled_data/wav\CC0808SB01_0815174000.wav,20Hz,37,17,168.413,170.692
../labeled_data/wav\CC0808SB01_0815174000.wav,20Hz,35,18,174.925,177.286
../labeled_data/wav\CC0808SB01_0815174000.wav,20Hz,35,17,190.636,192.915
../labeled_data/wav\CC0808SB01_0815174000.wav,20Hz,35,17,205.238,207.68
../labeled_data/wav\CC0808SB01_0815174000.wav,20Hz,36,17,228.601,231.043
../labeled_data/wav\CC0808SB01_0815174000.wav,20Hz,36,16,259.295,261.575
../labeled_data/wav\CC0808SB01_0815174000.wav,20Hz,38,18,286.077,288.275
../labeled_data/wav\CC0808SB01_0815174000.wav,20Hz,36,16,304.642,307.085
../labeled_data/wav\CC0808SB01_0815174000.wav,20Hz,37,19,447.029,449.552
../labeled_data/wav\CC0808SB01_0815174000.wav,20Hz,36,17,463.31,465.101
../labeled_data/wav\CC0808SB01_0815174000.wav,20Hz,38,20,474.33,476.365
../labeled_data/wav\CC0808SB01_0815174000.wav,20Hz,38,17,485.401,487.68
../labeled_data/wav\CC0808SB01_0815174000.wav,20Hz,36,16,512.101,514.625
../labeled_data/wav\CC0808SB01_0815174000.wav,20Hz,36,16,542.063,544.261
../labeled_data/wav\CC0808SB01_0815174000.wav,20Hz,37,16,554.518,556.716
../labeled_data/wav\CC0808SB01_0815174000.wav,20Hz,37,18,565.589,567.95
../labeled_data/wav\CC0808SB01_0815174000.wav,20Hz,39,17,596.253,598.858
../labeled_data/wav\CC0808SB01_0815175000.wav,20Hz,39,18,10.689,12.59
../labeled_data/wav\CC0808SB01_0815175000.wav,20Hz,41,21,18.552,20.625
../labeled_data/wav\CC0808SB01_0815175000.wav,20Hz,38,19,27.019,30.043
../labeled_data/wav\CC0808SB01_0815175000.wav,20Hz,43,21,33.672,36.351
../labeled_data/wav\CC0808SB01_0815175000.wav,20Hz,43,21,33.672,36.351
../labeled_data/wav\CC0808SB01_0815175000.wav,20Hz,39,18,189.311,191.644
../labeled_data/wav\CC0808SB01_0815175000.wav,20Hz,37,19,201.144,203.217
../labeled_data/wav\CC0808SB01_0815175000.wav,20Hz,37,19,201.144,203.217
../labeled_data/wav\CC0808SB01_0815175000.wav,20Hz,35,19,243.045,244.945
../labeled_data/wav\CC0808SB01_0815175000.wav,20Hz,35,17,269.398,271.644
../labeled_data/wav\CC0808SB01_0815175000.wav,20Hz,36,15,542.44,544.773
../labeled_data/wav\CC0808SB01_0815175000.wav,20Hz,39,18,579.375,581.621
../labeled_data/wav\CC0808SB01_0815180000.wav,20Hz,38,17,4.554,6.801
../labeled_data/wav\CC0808SB01_0815180000.wav,20Hz,36,16,17.169,19.329
../labeled_data/wav\CC0808SB01_0815180000.wav,20Hz,36,16,17.169,19.329
../labeled_data/wav\CC0808SB01_0815180000.wav,20Hz,36,17,55.355,57.601
../labeled_data/wav\CC0808SB01_0815180000.wav,20Hz,36,17,55.355,57.601
../labeled_data/wav\CC0808SB01_0815180000.wav,20Hz,36,17,94.495,96.483
../labeled_data/wav\CC0808SB01_0815180000.wav,20Hz,36,17,132.676,134.836
../labeled_data/wav\CC0808SB01_0815180000.wav,20Hz,36,17,208.574,210.562
../labeled_data/wav\CC0808SB01_0815180000.wav,20Hz,38,16,224.127,226.287
../labeled_data/wav\CC0808SB01_0815180000.wav,20Hz,38,15,237.82,240.584
../labeled_data/wav\CC0808SB01_0815180000.wav,20Hz,38,16,306.805,309.398
../labeled_data/wav\CC0808SB01_0815180000.wav,20Hz,39,19,332.722,335.487
../labeled_data/wav\CC0808SB01_0815180000.wav,20Hz,36,17,342.831,345.164
../labeled_data/wav\CC0808SB01_0815180000.wav,20Hz,38,18,387.019,389.352
../labeled_data/wav\CC0808SB01_0815180000.wav,20Hz,37,16,435.441,438.206
../labeled_data/wav\CC0808SB01_0815180000.wav,A NE Pacific,93,77,502.526,521.189
../labeled_data/wav\CC0808SB01_0815180000.wav,A NE Pacific,88,77,548.92,566.892
../labeled_data/wav\CC0808SB01_0815181000.wav,A NE Pacific,92,75,69.047,87.192
../labeled_data/wav\CC0808SB01_0815181000.wav,20Hz,36,15,106.546,108.706
../labeled_data/wav\CC0808SB01_0815181000.wav,20Hz,38,17,147.929,150.262
../labeled_data/wav\CC0808SB01_0815181000.wav,20Hz,36,18,170.734,172.635
../labeled_data/wav\CC0808SB01_0815181000.wav,20Hz,37,16,187.583,189.916
