audio_file,annotation,high_f,low_f,start_time,end_time
../labeled_data/wav\CC1907BH_DF_SB03_190712-190000.wav,A NE Pacific,85,76,465.454,482.445
../labeled_data/wav\CC1907BH_DF_SB03_190712-190000.wav,B NE Pacific,59,30,819.709,833.705
../labeled_data/wav\CC1907BH_DF_SB03_190712-190000.wav,B NE Pacific,57,15,958.411,973.018
../labeled_data/wav\CC1907BH_DF_SB03_190712-190000.wav,B NE Pacific,60,31,1102.788,1119.534
../labeled_data/wav\CC1907BH_DF_SB03_190712-190000.wav,A NE Pacific,86,76,1185.882,1198.166
../labeled_data/wav\CC1907BH_DF_SB03_190712-190000.wav,B NE Pacific,59,30,1233.536,1250.649
../labeled_data/wav\CC1907BH_DF_SB03_190712-190000.wav,A NE Pacific,84,73,1343.399,1356.845
../labeled_data/wav\CC1907BH_DF_SB03_190712-190000.wav,B NE Pacific,48,15,2274.744,2291.49
../labeled_data/wav\CC1907BH_DF_SB03_190712-200000.wav,B NE Pacific,49,17,922.788,937.823
../labeled_data/wav\CC1907BH_DF_SB03_190712-200000.wav,D,70,32,1016.516,1018.778
../labeled_data/wav\CC1907BH_DF_SB03_190712-200000.wav,B NE Pacific,58,30,1045.844,1060.879
../labeled_data/wav\CC1907BH_DF_SB03_190712-200000.wav,B NE Pacific,57,14,1304.354,1321.589
../labeled_data/wav\CC1907BH_DF_SB03_190712-200000.wav,B NE Pacific,57,11,1598.12,1615.722
../labeled_data/wav\CC1907BH_DF_SB03_190712-200000.wav,B NE Pacific,57,16,1725.882,1741.345
../labeled_data/wav\CC1907BH_DF_SB03_190712-200000.wav,B NE Pacific,58,11,1853.216,1871.612
../labeled_data/wav\CC1907BH_DF_SB03_190712-200000.wav,B NE Pacific,58,16,1974.438,1988.373
../labeled_data/wav\CC1907BH_DF_SB03_190712-200000.wav,B NE Pacific,58,31,2098.961,2117.357
../labeled_data/wav\CC1907BH_DF_SB03_190712-200000.wav,B NE Pacific,57,17,2223.361,2233.262
../labeled_data/wav\CC1907BH_DF_SB03_190712-200000.wav,B NE Pacific,57,16,2509.549,2527.09
../labeled_data/wav\CC1907BH_DF_SB03_190712-200000.wav,B NE Pacific,57,15,3010.259,3027.8
../labeled_data/wav\CC1907BH_DF_SB03_190712-200000.wav,B NE Pacific,58,16,3138.266,3156.417
../labeled_data/wav\CC1907BH_DF_SB03_190712-200000.wav,B NE Pacific,59,10,3273.117,3290.474
../labeled_data/wav\CC1907BH_DF_SB03_190712-200000.wav,B NE Pacific,58,15,3391.642,3409.305
../labeled_data/wav\CC1907BH_DF_SB03_190712-210000.wav,A NE Pacific,86,73,48.266,63.423
../labeled_data/wav\CC1907BH_DF_SB03_190712-210000.wav,B NE Pacific,58,15,96.784,115.363
../labeled_data/wav\CC1907BH_DF_SB03_190712-210000.wav,A NE Pacific,87,74,172.972,186.356
../labeled_data/wav\CC1907BH_DF_SB03_190712-210000.wav,B NE Pacific,58,15,221.184,238.664
../labeled_data/wav\CC1907BH_DF_SB03_190712-210000.wav,B NE Pacific,59,14,360.183,377.663
../labeled_data/wav\CC1907BH_DF_SB03_190712-210000.wav,A NE Pacific,85,74,432.521,449.572
../labeled_data/wav\CC1907BH_DF_SB03_190712-210000.wav,B NE Pacific,58,15,480.306,497.357
../labeled_data/wav\CC1907BH_DF_SB03_190712-210000.wav,A NE Pacific,86,73,611.482,628.289
../labeled_data/wav\CC1907BH_DF_SB03_190712-210000.wav,B NE Pacific,59,16,660.0,676.44
