audio_file,annotation,high_f,low_f,start_time,end_time
../labeled_data/wav\CC0607-SB02-060709-015107.wav,40Hz,79,58,63.933,65.802
../labeled_data/wav\CC0607-SB03-060709-140000.wav,D,63,23,65.07,68.077
../labeled_data/wav\CC0607-SB03-060709-140000.wav,D,64,24,72.058,77.015
../labeled_data/wav\CC0607-SB03-060709-140000.wav,D,64,24,72.058,77.015
../labeled_data/wav\CC0607-SB03-060709-140000.wav,D,81,27,88.716,94.323
../labeled_data/wav\CC0607-SB03-060709-140000.wav,D,87,26,130.433,135.146
../labeled_data/wav\CC0607-SB03-060709-140000.wav,D,73,27,157.107,162.308
../labeled_data/wav\CC0607-SB03-060709-140000.wav,D,73,27,157.107,162.308
../labeled_data/wav\CC0607-SB03-060709-140000.wav,D,76,28,197.513,203.933
../labeled_data/wav\CC0607-SB03-060709-140000.wav,D,76,28,197.513,203.933
../labeled_data/wav\CC0607-SB03-060709-140000.wav,D,75,27,219.615,226.116
../labeled_data/wav\CC0607-SB03-060709-140000.wav,D,71,25,301.17,306.777
../labeled_data/wav\CC0607-SB03-060709-140000.wav,D,72,44,333.754,338.142
../labeled_data/wav\CC0607-SB03-060709-140000.wav,D,72,44,333.754,338.142
../labeled_data/wav\CC0607-SB03-060709-140000.wav,D,70,25,398.163,403.12
../labeled_data/wav\CC0607-SB03-060709-142000.wav,D,73,45,10.363,13.207
../labeled_data/wav\CC0607-SB03-060709-142000.wav,D,73,45,10.363,13.207
../labeled_data/wav\CC0607-SB03-060709-143240.wav,D,73,24,255.482,260.032
../labeled_data/wav\CC0607-SB03-060709-143240.wav,D,73,24,255.482,260.032
../labeled_data/wav\CC0607-SB03-060709-152000.wav,D,61,30,330.525,334.426
../labeled_data/wav\CC0607-SB04-060709-184405.wav,D,68,37,65.65,69.144
../labeled_data/wav\CC0607-SB04-060709-184405.wav,D,68,37,65.65,69.144
../labeled_data/wav\CC0607-SB04-060709-184405.wav,D,82,38,107.822,112.373
../labeled_data/wav\CC0607-SB04-060709-184405.wav,D,82,38,107.822,112.373
