audio_file,annotation,high_f,low_f,start_time,end_time
./audio/CINMS18B_d06_120626_214731.d100.x.wav,40Hz,67,43,11681.859,11683.471
./audio/CINMS18B_d06_120626_214731.d100.x.wav,40Hz,86,65,20207.524,20208.706
./audio/CINMS18B_d06_120626_214731.d100.x.wav,40Hz,80,63,20344.624,20346.199
./audio/CINMS18B_d06_120626_214731.d100.x.wav,40Hz,57,37,21715.627,21717.095
./audio/CINMS18B_d06_120626_214731.d100.x.wav,40Hz,73,49,21851.535,21852.895
./audio/CINMS18B_d06_120626_214731.d100.x.wav,D,70,30,21943.12,21946.378
./audio/CINMS18B_d06_120626_214731.d100.x.wav,D,76,30,22231.222,22234.123
./audio/CINMS18B_d06_120626_214731.d100.x.wav,D,60,27,22336.88,22339.35
./audio/CINMS18B_d06_120626_214731.d100.x.wav,D,83,31,22370.542,22374.087
./audio/CINMS18B_d06_120626_214731.d100.x.wav,D,95,41,22450.864,22454.23
./audio/CINMS18B_d06_120626_214731.d100.x.wav,D,78,25,22682.01,22685.376
./audio/CINMS18B_d06_120626_214731.d100.x.wav,D,88,31,22707.596,22710.997
./audio/CINMS18B_d06_120626_214731.d100.x.wav,D,64,30,22799.325,22802.225
./audio/CINMS18B_d06_120626_214731.d100.x.wav,D,97,43,23031.366,23034.839
./audio/CINMS18B_d06_120626_214731.d100.x.wav,D,68,32,23068.823,23072.189
./audio/CINMS18B_d06_120626_214731.d100.x.wav,D,55,28,23200.435,23203.908
./audio/CINMS18B_d06_120626_214731.d100.x.wav,D,87,32,23390.604,23394.864
./audio/CINMS18B_d06_120626_214731.d100.x.wav,D,83,45,23473.836,23477.095
./audio/CINMS18B_d06_120626_214731.d100.x.wav,D,61,33,63798.596,63801.747
./audio/CINMS18B_d06_120626_214731.d100.x.wav,D,81,32,73018.665,73022.138
./audio/CINMS18B_d06_120626_214731.d100.x.wav,D,75,23,73183.616,73189.882
./audio/CINMS18B_d06_120626_214731.d100.x.wav,D,66,29,73265.049,73269.632
./audio/CINMS18B_d06_120626_214731.d100.x.wav,D,73,33,73311.182,73313.724
./audio/CINMS18B_d06_120626_214731.d100.x.wav,D,66,23,73388.701,73393.141
./audio/CINMS18B_d06_120626_214731.d100.x.wav,D,67,23,73539.847,73544.286
./audio/CINMS18B_d06_120626_214731.d100.x.wav,D,84,26,74079.892,74085.049
./audio/CINMS18B_d06_120626_214731.d100.x.wav,D,81,27,74427.197,74433.57
./audio/CINMS18B_d06_120626_214731.d100.x.wav,D,76,32,74472.793,74476.445
./audio/CINMS18B_d06_120626_214731.d100.x.wav,D,73,36,75084.87,75090.169
./audio/CINMS18B_d06_120626_214731.d100.x.wav,D,78,29,75116.767,75121.422
./audio/CINMS18B_d06_120626_214731.d100.x.wav,D,79,42,75150.931,75154.118
./audio/CINMS18B_d06_120626_214731.d100.x.wav,D,88,31,75246.803,75252.639
./audio/CINMS18B_d06_120626_214731.d100.x.wav,D,73,29,75286.875,75292.174
./audio/CINMS18B_d06_120626_214731.d100.x.wav,D,78,33,75490.251,75495.371
./audio/CINMS18B_d06_120626_214731.d100.x.wav,D,70,30,75757.52,75761.315
./audio/CINMS18B_d06_120626_214731.d100.x.wav,D,69,39,75883.867,75887.985
./audio/CINMS18B_d06_120626_214731.d100.x.wav,D,72,40,77010.573,77012.793
./audio/CINMS18B_d06_120626_214731.d100.x.wav,D,85,29,87359.57,87364.082
./audio/CINMS18B_d06_120626_214731.d100.x.wav,D,74,28,87389.713,87394.726
./audio/CINMS18B_d06_120626_214731.d100.x.wav,D,63,28,87494.297,87498.629
./audio/CINMS18B_d06_120626_214731.d100.x.wav,D,67,19,87529.274,87535.433
./audio/CINMS18B_d06_120626_214731.d100.x.wav,D,78,32,88432.532,88437.689
./audio/CINMS18B_d06_120626_214731.d100.x.wav,D,64,22,89277.951,89283.68
./audio/CINMS18B_d06_120626_214731.d100.x.wav,D,66,22,91398.987,91403.821
./audio/CINMS18B_d06_120626_214731.d100.x.wav,D,76,36,91444.834,91448.701
./audio/CINMS18B_d06_120626_214731.d100.x.wav,D,81,28,91688.951,91692.317
./audio/CINMS18B_d06_120626_214731.d100.x.wav,D,65,26,91862.542,91867.376
./audio/CINMS18B_d06_120626_214731.d100.x.wav,D,69,43,91881.038,91883.58
./audio/CINMS18B_d06_120626_214731.d100.x.wav,D,72,25,92012.793,92018.343
./audio/CINMS18B_d06_120626_214731.d100.x.wav,D,85,23,92413.652,92419.596
./audio/CINMS18B_d06_120626_214731.d100.x.wav,D,85,33,92450.036,92453.724
./audio/CINMS18B_d06_120626_214731.d100.x.wav,D,77,35,92496.445,92501.78
./audio/CINMS18B_d06_120626_214731.d100.x.wav,D,68,23,92506.757,92510.481
./audio/CINMS18B_d06_120626_214731.d100.x.wav,D,87,22,92533.473,92539.596
./audio/CINMS18B_d06_120626_214731.d100.x.wav,D,86,27,92558.2,92563.141
./audio/CINMS18B_d06_120626_214731.d100.x.wav,D,76,27,92576.624,92582.174
