audio_file,annotation,high_f,low_f,start_time,end_time
./audio/DCPP01A_d01_121106_083945.d100.x.wav,20Hz,29,15,368.445,370.321
./audio/DCPP01A_d01_121106_083945.d100.x.wav,20Hz,31,16,405.983,407.754
./audio/DCPP01A_d01_121106_083945.d100.x.wav,20Hz,32,16,1063.833,1065.532
./audio/DCPP01A_d01_121106_083945.d100.x.wav,20Hz,31,16,1102.553,1104.239
./audio/DCPP01A_d01_121106_083945.d100.x.wav,20Hz,31,16,1102.57,1104.194
./audio/DCPP01A_d01_121106_083945.d100.x.wav,20Hz,28,15,5023.595,5025.322
./audio/DCPP01A_d01_121106_083945.d100.x.wav,20Hz,30,14,5142.103,5143.873
./audio/DCPP01A_d01_121106_083945.d100.x.wav,A,85,64,5754.34,5769.27
./audio/DCPP01A_d01_121106_083945.d100.x.wav,20Hz,28,16,6540.446,6542.243
./audio/DCPP01A_d01_121106_083945.d100.x.wav,20Hz,28,13,7098.293,7099.695
./audio/DCPP01A_d01_121106_083945.d100.x.wav,20Hz,29,16,7190.511,7192.185
./audio/DCPP01A_d01_121106_083945.d100.x.wav,20Hz,31,15,8013.154,8015.3
./audio/DCPP01A_d01_121106_083945.d100.x.wav,20Hz,29,16,8092.827,8094.662
./audio/DCPP01A_d01_121106_083945.d100.x.wav,20Hz,30,16,8142.131,8143.845
./audio/DCPP01A_d01_121106_083945.d100.x.wav,20Hz,29,16,8142.16,8143.736
./audio/DCPP01A_d01_121106_083945.d100.x.wav,20Hz,27,16,12707.986,12709.917
./audio/DCPP01A_d01_121106_083945.d100.x.wav,20Hz,27,16,12707.975,12709.746
./audio/DCPP01A_d01_121106_083945.d100.x.wav,20Hz,30,16,13593.219,13595.001
./audio/DCPP01A_d01_121106_083945.d100.x.wav,20Hz,29,15,13703.724,13705.674
./audio/DCPP01A_d01_121106_083945.d100.x.wav,20Hz,30,16,13857.788,13859.663
./audio/DCPP01A_d01_121106_083945.d100.x.wav,20Hz,30,16,13892.348,13894.106
./audio/DCPP01A_d01_121106_083945.d100.x.wav,20Hz,29,16,13966.542,13968.529
./audio/DCPP01A_d01_121106_083945.d100.x.wav,20Hz,30,16,13929.741,13931.517
./audio/DCPP01A_d01_121106_083945.d100.x.wav,20Hz,29,16,14234.436,14236.857
./audio/DCPP01A_d01_121106_083945.d100.x.wav,20Hz,30,15,15209.393,15211.31
./audio/DCPP01A_d01_121106_083945.d100.x.wav,20Hz,29,16,15987.048,15988.701
./audio/DCPP01A_d01_121106_083945.d100.x.wav,20Hz,29,16,16212.117,16213.591
./audio/DCPP01A_d01_121106_083945.d100.x.wav,20Hz,30,16,16322.84,16324.721
./audio/DCPP01A_d01_121106_083945.d100.x.wav,20Hz,31,15,16358.796,16360.992
./audio/DCPP01A_d01_121106_083945.d100.x.wav,20Hz,29,16,16553.15,16554.879
./audio/DCPP01A_d01_121106_083945.d100.x.wav,20Hz,27,12,16926.869,16928.629
./audio/DCPP01A_d01_121106_083945.d100.x.wav,20Hz,29,15,16997.431,16999.61
./audio/DCPP01A_d01_121106_083945.d100.x.wav,20Hz,27,12,16973.819,16975.669
