audio_file,annotation,high_f,low_f,start_time,end_time
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,61,25,378.141,384.4
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,60,30,519.29,538.833
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,60,27,635.862,642.732
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,60,27,866.862,879.244
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,59,27,922.21,934.518
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,62,30,961.118,981.074
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,60,31,1020.799,1031.5
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,60,33,1072.462,1084.054
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,64,37,1359.637,1368.823
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,62,30,1386.161,1392.754
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,63,29,1780.461,1799.103
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,64,25,1910.397,1917.729
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,60,29,2251.081,2259.946
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,65,33,2321.101,2331.941
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,57,30,2352.21,2362.803
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,69,34,2449.53,2459.774
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,62,28,2663.266,2670.757
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,60,30,3824.591,3833.47
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,55,23,3887.977,3895.01
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,56,24,3939.065,3946.173
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,54,23,3991.569,3998.465
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,62,29,4235.663,4254.118
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,64,26,4285.993,4306.197
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,57,28,4451.519,4460.1
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,62,30,6802.258,6809.367
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,50,15,6857.413,6883.121
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,53,18,6932.099,6939.519
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,56,25,7036.188,7043.349
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,52,11,7054.435,7082.383
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,56,30,7125.539,7135.239
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,53,26,7175.734,7195.214
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,56,31,7278.873,7288.555
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,54,21,7344.425,7351.053
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,50,18,7450.592,7457.014
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,53,20,7483.683,7489.18
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,62,29,7721.506,7729.522
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,64,32,7984.56,7993.61
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,53,24,8608.845,8616.7
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,60,30,8709.286,8718.783
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,53,15,9030.282,9036.374
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,59,27,9357.185,9365.164
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,59,32,9389.222,9399.808
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,64,25,9432.175,9452.818
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,64,21,9476.379,9487.909
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,61,29,10184.538,10195.238
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,62,30,10231.484,10242.593
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,50,16,10299.306,10307.509
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,57,11,13394.206,13409.75
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,57,28,13452.45,13474.48
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,62,23,13496.848,13519.483
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,62,26,13546.748,13568.262
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,64,26,13593.277,13613.189
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,56,12,13641.46,13657.315
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,60,12,13765.76,13778.325
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,54,12,13944.792,13962.214
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,56,30,14013.694,14021.384
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,53,14,14050.929,14066.377
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,59,27,14827.865,14837.169
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,54,26,15515.329,15525.488
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,52,15,15632.24,15650.526
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,44,15,16132.304,16139.291
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,56,28,16171.976,16181.475
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,55,13,16232.036,16239.311
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,59,31,16266.824,16285.1
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,52,13,16326.901,16334.69
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,50,21,16372.101,16381.594
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,53,34,16856.618,16866.036
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,55,24,16948.56,16957.491
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,55,28,16996.918,17018.925
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,53,30,17043.273,17053.377
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,55,29,17088.082,17097.934
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,50,12,17177.985,17188.253
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,50,13,17344.223,17351.938
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,48,12,17393.623,17402.408
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,46,13,17442.632,17453.831
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,60,10,17757.493,17779.949
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,56,25,17826.083,17833.456
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,53,9,18149.361,18155.1
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,54,13,18197.091,18217.931
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,50,14,18248.147,18257.533
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,63,30,18288.094,18299.143
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,61,30,18340.476,18362.579
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,50,19,18471.926,18492.415
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,51,12,18521.774,18532.545
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,57,30,21031.253,21042.195
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,61,32,21141.197,21152.05
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,59,29,21517.959,21528.36
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,60,29,21623.579,21634.731
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,59,30,21680.574,21691.515
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,61,29,21735.612,21746.192
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,63,29,21793.053,21803.933
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,63,28,21848.355,21859.572
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,60,27,21904.793,21915.641
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,62,30,22081.679,22093.143
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,61,28,22248.937,22259.731
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,62,29,22362.31,22373.046
./audio/DCPP01A_d01_121109_191242.d100.x.wav,D,79,34,22439.083,22442.153
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,64,24,22708.612,22720.002
./audio/DCPP01A_d01_121109_191242.d100.x.wav,D,72,25,22873.666,22876.627
./audio/DCPP01A_d01_121109_191242.d100.x.wav,D,64,28,22937.891,22941.286
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,62,24,22966.967,22973.082
./audio/DCPP01A_d01_121109_191242.d100.x.wav,D,77,27,23322.047,23325.117
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,63,27,23389.32,23403.195
./audio/DCPP01A_d01_121109_191242.d100.x.wav,D,68,36,23503.993,23506.702
./audio/DCPP01A_d01_121109_191242.d100.x.wav,D,71,30,23712.733,23716.236
./audio/DCPP01A_d01_121109_191242.d100.x.wav,D,76,41,23769.41,23772.299
./audio/DCPP01A_d01_121109_191242.d100.x.wav,D,69,35,23891.975,23894.431
./audio/DCPP01A_d01_121109_191242.d100.x.wav,D,77,30,24186.377,24189.266
./audio/DCPP01A_d01_121109_191242.d100.x.wav,D,70,17,24245.654,24250.349
./audio/DCPP01A_d01_121109_191242.d100.x.wav,D,69,27,24580.169,24584.936
./audio/DCPP01A_d01_121109_191242.d100.x.wav,D,73,23,25056.304,25061.722
./audio/DCPP01A_d01_121109_191242.d100.x.wav,D,78,28,25102.733,25106.633
./audio/DCPP01A_d01_121109_191242.d100.x.wav,D,86,39,25130.602,25133.744
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,52,15,25989.364,26000.146
./audio/DCPP01A_d01_121109_191242.d100.x.wav,D,80,38,26052.873,26055.69
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,49,18,26254.051,26261.158
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,51,13,26292.555,26303.518
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,58,20,27755.907,27762.216
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,59,24,27884.561,27891.196
./audio/DCPP01A_d01_121109_191242.d100.x.wav,B,60,22,27934.683,27941.265
