audio_file,annotation,high_f,low_f,start_time,end_time
./audio/CINMS18B_d06_120622_055731.d100.x.wav,D,58,28,66066.941,66070.434
./audio/CINMS18B_d06_120622_055731.d100.x.wav,D,56,27,66193.073,66197.075
./audio/CINMS18B_d06_120622_055731.d100.x.wav,D,56,34,66411.502,66415.177
./audio/CINMS18B_d06_120622_055731.d100.x.wav,D,54,30,68214.304,68217.142
./audio/CINMS18B_d06_120622_055731.d100.x.wav,D,65,35,68253.613,68256.269
./audio/CINMS18B_d06_120622_055731.d100.x.wav,D,53,27,68261.108,68264.892
./audio/CINMS18B_d06_120622_055731.d100.x.wav,D,63,36,68601.975,68604.486
./audio/CINMS18B_d06_120622_055731.d100.x.wav,D,55,28,68830.338,68832.739
./audio/CINMS18B_d06_120622_055731.d100.x.wav,D,61,35,69028.216,69030.762
./audio/CINMS18B_d06_120622_055731.d100.x.wav,D,67,33,69174.658,69177.875
./audio/CINMS18B_d06_120622_055731.d100.x.wav,D,68,35,69191.019,69193.639
./audio/CINMS18B_d06_120622_055731.d100.x.wav,D,59,33,70662.422,70664.938
./audio/CINMS18B_d06_120622_055731.d100.x.wav,D,66,31,70679.722,70682.486
./audio/CINMS18B_d06_120622_055731.d100.x.wav,D,61,29,70702.482,70704.709
./audio/CINMS18B_d06_120622_055731.d100.x.wav,D,52,35,70724.255,70727.473
./audio/CINMS18B_d06_120622_055731.d100.x.wav,D,78,42,70773.266,70775.823
./audio/CINMS18B_d06_120622_055731.d100.x.wav,D,89,39,70838.999,70841.432
./audio/CINMS18B_d06_120622_055731.d100.x.wav,D,90,38,70865.245,70867.555
./audio/CINMS18B_d06_120622_055731.d100.x.wav,D,55,16,70875.392,70880.053
./audio/CINMS18B_d06_120622_055731.d100.x.wav,D,52,27,70883.187,70887.477
./audio/CINMS18B_d06_120622_055731.d100.x.wav,D,88,45,70890.011,70892.239
./audio/CINMS18B_d06_120622_055731.d100.x.wav,D,55,28,70927.431,70930.03
./audio/CINMS18B_d06_120622_055731.d100.x.wav,D,64,35,70929.947,70932.216
./audio/CINMS18B_d06_120622_055731.d100.x.wav,D,72,43,71094.709,71097.349
./audio/CINMS18B_d06_120622_055731.d100.x.wav,D,66,39,71097.844,71099.411
./audio/CINMS18B_d06_120622_055731.d100.x.wav,D,70,44,71144.957,71146.565
./audio/CINMS18B_d06_120622_055731.d100.x.wav,D,59,31,71181.226,71183.165
./audio/CINMS18B_d06_120622_055731.d100.x.wav,D,67,36,71258.888,71262.022
./audio/CINMS18B_d06_120622_055731.d100.x.wav,D,62,36,71519.442,71521.051
