audio_file,annotation,high_f,low_f,start_time,end_time
./audio/CINMS19B_d06_121104_134730.d100.x.wav,40Hz,65,48,26263.987,26264.918
./audio/CINMS19B_d06_121104_134730.d100.x.wav,D,52,28,48564.847,48567.353
./audio/CINMS19B_d06_121104_134730.d100.x.wav,D,64,35,49235.036,49238.187
./audio/CINMS19B_d06_121104_134730.d100.x.wav,40Hz,70,54,59034.606,59035.752
./audio/CINMS19B_d06_121104_134730.d100.x.wav,40Hz,61,47,167847.184,167848.939
./audio/CINMS19B_d06_121104_134730.d100.x.wav,D,71,46,172207.325,172210.082
./audio/CINMS19B_d06_121104_134730.d100.x.wav,D,71,39,172314.522,172317.1
./audio/CINMS19B_d06_121104_134730.d100.x.wav,D,72,28,242988.713,242991.864
./audio/CINMS19B_d06_121104_134730.d100.x.wav,D,72,26,243062.939,243066.483
./audio/CINMS19B_d06_121104_134730.d100.x.wav,D,68,21,243072.964,243076.474
./audio/CINMS19B_d06_121104_134730.d100.x.wav,D,73,28,244943.238,244947.033
./audio/CINMS19B_d06_121104_134730.d100.x.wav,D,78,28,244949.146,244953.264
./audio/CINMS19B_d06_121104_134730.d100.x.wav,D,84,34,335735.181,335739.299
./audio/CINMS19B_d06_121104_134730.d100.x.wav,D,76,24,336310.302,336314.491
